연도,월,설화명곡,화원,대곡,진천,월배,상인,월촌,송현,서부정류장,대명,안지랑,현충로,영대병원,교대,명덕1,반월당1,중앙로,대구역,칠성시장,신천,동대구역,동구청,아양교,동촌,해안,방촌,용계,율하,신기,반야월,각산,안심,문양,다사,대실,강창,계명대,성서산업단지,이곡,용산,죽전,감삼,두류,내당,반고개,청라언덕2,반월당2,경대병원,대구은행,범어,수성구청,만촌,담티,연호,대공원,고산,신매,사월,정평,임당,영남대,칠곡경대병원,학정,팔거,동천,칠곡운암,구암,태전,매천,매천시장,팔달,공단,만평,팔달시장,원대,북구청,달성공원,서문시장,청라언덕3,남산,명덕3,건들바위,대봉교,수성시장,수성구민운동장,어린이세상,황금,수성못,지산,범물,용지
2007,09,0,0,125363361,85676985,85165291,189877339,82732985,72621626,155574781,55526436,66455232,58855699,104275119,76514780,87223108,74067740,370959813,196295848,58360762,74941541,235751038,79598598,67085162,25238013,55406102,57806135,36448351,25283193,68142040,47951464,80770589,68732783,27422265,33434260,29988366,92235043,165827835,116113679,79969200,152859528,93557885,94951561,114085657,67339904,66341741,79807988,352617420,77860548,90598793,83974575,74864020,57232754,54739703,8683796,9617646,38927569,127494679,112721088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,10,0,0,143053210,96053468,94626419,209931533,92092112,79568541,161261575,61805317,73677224,65157291,115315335,86175358,97034330,81951592,374714838,202024177,62205941,85036847,247075116,87578222,75915526,32383617,61380220,63058401,39837758,28243994,74734170,54298554,92657435,75087034,30689180,39247151,36064252,108051390,188492563,135811992,94585241,172851517,111577309,107186961,143910351,75447397,77347526,92245255,374207466,93070688,106610878,105810959,83884719,65523060,61561045,10702300,16494397,47880348,147875276,131861128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,11,0,0,143529762,95300516,91682073,205986816,89458454,79198394,160809059,60537271,72345583,65323059,113513853,85097126,95960062,80433985,372067809,200112771,61286021,82571646,248540230,85616748,75107546,31516757,60245561,61920977,38670330,27793640,72693065,56357024,90766871,75226971,29787778,36383442,35305318,107043607,213863977,133464520,90813973,170441323,108680582,106320847,128490231,74890936,77394148,90596899,370462187,90135111,106079551,106370392,79286742,65498443,59866386,10088307,9280919,43947257,142213893,130982519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,12,0,0,146196571,98001767,93063781,217411441,88232577,80082969,170225966,62022412,74412488,65866412,103257162,77754356,93139590,82368863,448647963,214073153,61220667,78456517,268263770,84505398,73358436,32235399,61491859,62979723,40287867,27803684,73507564,40709663,92230352,65786925,30941115,37046917,34507184,93636805,151759462,137005192,92882352,170703374,112535700,104617318,133985111,75248984,76093481,85374911,404702035,87920067,102538644,106787726,77843397,65155786,54879611,10077165,9602258,44055246,146433430,105700248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,01,0,0,139848869,92194379,86601460,202175791,75935639,74460344,157920135,60566584,70931731,60374754,98280597,71848972,85401962,86701288,420251930,197778783,56956208,71968058,251514018,75472463,66092292,28921551,56783708,58331383,35822273,25247487,67685848,32371944,87503828,56569010,29796655,34084896,32347584,82143410,126972940,129243340,84137064,156335050,103726741,95212211,123506127,70573421,67751993,76887813,410555384,87842684,98415695,109646327,76958035,60567327,43333910,9778264,9002029,42719667,139562457,87614426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,02,0,0,132850966,84063660,80218616,196146505,72962740,70237306,156817190,56136828,65806112,57136347,88842013,62688368,73127852,79521417,435587235,188729139,52559552,66062160,249723127,69541370,62345217,24178039,53637389,54918750,33732734,23830081,63976458,30713312,80348272,56033698,25980325,30674931,31730475,71060952,116312076,118438306,78010637,144488675,92330572,88711849,113160120,65325708,60260373,68253860,386345110,74808713,87259136,90079404,70553540,55417435,41150847,8546107,7983958,37705269,124849562,80840188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,03,0,0,152324653,95708389,95407287,216949868,93638795,84010191,165217586,63277961,76508300,69563276,130250632,89554056,103223307,88311528,423728536,208395682,64244394,86240063,251099547,89735543,74743219,28434568,61673516,63950685,38948195,27595661,74448451,58113812,92410669,84247511,33273190,37945279,42499383,113235052,230867707,136384455,95960461,176370928,110435245,114417194,135836630,78442880,79259325,92744222,412772502,96482434,109565865,109618662,89553673,67702614,69132031,10495822,10062809,45919942,150740698,143196690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,04,0,0,150841561,93727007,93043484,207088328,90325944,81118819,159104808,61897980,73797720,68275718,124266330,88649225,99175605,84698256,358365270,198412797,61692101,83175826,243785001,86540439,73574508,30206078,60772696,61854161,37051666,26465337,73176133,57967750,90444544,76710426,33908781,37386345,44064470,114125078,209029441,133464049,93711357,171225463,111110977,110965426,146352339,76419376,78947377,89122384,370380426,95496097,106841610,110381642,87117848,65326380,65478513,10850001,11760130,48226359,147678482,137730508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,05,0,0,159732622,97465615,95626007,223317114,93841235,85558088,170865199,64858402,75945076,68358319,125315560,88689381,100918278,87809358,415136047,220865580,63901749,84599917,273693694,88985965,77541989,32500064,63993644,63943076,38938496,28188660,76332877,59642143,94493045,79992989,35611085,38162988,48367847,115849316,210339347,137480851,98260118,179652570,115705762,115510832,152606559,76885141,81071537,92946181,410079853,95245153,111129448,109953951,88975173,67033786,65085556,11211852,12372455,48465590,153002575,141633791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,06,0,0,145960712,89383241,89299831,197225318,86460915,78019372,153345223,62317835,69675675,63240547,110478066,77389135,93137714,81293076,363229537,195919486,58321252,76351872,242439064,82127443,69147830,29137652,58254191,59261245,36377443,26720245,72563742,46486167,88431848,68023554,34378250,36124676,48615141,103218224,173193261,128490947,89213332,165248245,104450057,104218356,127816206,71603423,73506588,83971705,358462786,90758837,104012689,102897871,84538261,61341832,59162400,10409460,11686453,45174761,139381527,113307675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,07,0,0,144926723,91145692,89366238,202723996,82190969,76926048,153825425,62817310,68593817,61824906,102461526,74922322,89200399,85708285,419220119,198544297,55742465,72447192,241702138,78197340,67083694,26597880,57627225,59343559,34687134,26018580,73125153,34280424,90286711,57000818,34839625,35803280,52675601,88005103,132306185,126878412,88429596,166958865,101916912,101331641,129390325,72305819,67999542,80470249,397131926,90776337,102583873,104476486,87080383,59744791,51001108,10795174,10252658,46452390,142053194,92607258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,08,0,0,134064496,83210578,80845032,186385745,112786025,70443848,154145188,56644123,62841803,56005145,89930128,70197167,78400836,76232641,394163204,190031661,51198187,64300438,251928261,70244123,61340287,23527405,53559706,55008976,32197318,23944162,66801328,30963713,81646602,54964591,33509688,33042913,53186896,85682672,132854162,118376894,80022082,151935527,94298672,92097309,124090300,64824577,62254177,74200714,363002690,80511037,99103126,91537082,78769109,56270025,47006826,9950233,9892957,41805175,129238993,87586321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,09,0,0,141149107,86441303,86614001,192230676,84813819,74316392,147334235,57770248,66221027,61795083,108647423,80628904,89264935,76321624,351226994,196257597,56634575,74329868,235080432,79629695,64674430,26724401,56298589,58763393,34499225,25253374,70766362,55062747,85268228,74526174,33624861,35495929,54739578,108591000,187412574,121382325,86771587,166345255,101038915,103918060,124256415,67972092,70797982,83911876,351897534,87142843,103509371,98096932,79452670,59768686,57816065,10031666,13130674,49050689,137584040,136713447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,10,0,0,148170030,92327380,91429601,199514733,88697749,78748424,151260956,61618022,69954592,64253652,109444085,85482805,93770628,78432736,350379891,199824335,58496003,79092920,243376519,82160916,69771060,30537566,59365051,62623517,35956035,27349253,74710160,55485563,90295443,74919002,35669135,40156219,63596115,115117020,198527967,134123934,94973582,178711319,111471493,107979589,147937588,73148110,77787956,91883467,360210530,93829010,111174608,109627546,84006795,64063953,60701376,11152247,11581947,48126113,143590570,144335600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,11,0,0,143136594,89606787,87122028,199329526,86267580,77451670,149845051,60808351,66383835,61695719,105197860,79757115,90190627,77049173,362815459,196876032,57888755,76971475,245854823,78910767,65709657,30017730,57985899,60096673,34854512,32438955,71057071,55225264,86368444,74384251,33025166,36516767,75398078,109568168,206174935,129644612,89644984,174013104,112248341,105732643,128539981,70338092,76385687,87987149,366184722,88155303,105423060,106607972,75472179,62961007,57160081,10485131,9629737,45503165,138058927,141082997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,12,0,0,143812493,92320990,89585219,208495752,86874977,79921334,150254253,62924057,69176381,61846775,100226116,77139741,90962591,81325568,418196346,203485330,58075300,74731496,246152200,79034750,64061879,29835588,57814628,60459145,35754736,35822115,74816353,44004865,89633351,66861517,32809730,37002325,88915174,95133819,158195324,130993976,90824096,170936797,112116030,104868744,133468592,71446795,76244497,89427571,393769878,93049685,106477644,110541062,75989346,63056487,54829576,10548395,9423162,47015900,142936432,121374949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,01,0,0,131017379,83974285,81075719,192323066,70436923,70673020,147303679,57928316,64085380,54637857,85481835,64350549,74724770,81617106,416706924,191690637,52137465,62603857,244547865,66220680,56413449,25521461,51650336,54026176,30096019,35303075,65135026,30070062,79844877,53143845,29080182,31765497,79826803,73365825,115702066,112977138,75900953,147002756,94939450,89349105,116195496,65094510,62862199,76814464,395969403,79893744,92038363,97048203,71342979,55369956,41955496,9772145,7842253,41445979,125186532,90893915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,02,0,0,126364350,82898908,79212152,189744532,69787545,67647827,139976531,55162124,62678747,53763789,86556513,61326388,71717293,80342004,406161638,179068565,49542856,63603818,229077660,66404109,56357405,25187907,51139921,51940502,30046252,35621283,62225257,29585701,79107458,53929452,29426286,32547568,82943266,74911152,126476632,116233877,78286867,146883497,96968448,93058115,118991987,64855738,62669968,78753377,398545780,81024592,93164526,99105972,75503370,56633772,45724062,9637321,7571436,41876214,126417623,96493247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,03,0,0,143611198,93166095,91384583,208873400,90322564,79254171,149345550,62034257,71547303,63611892,124722143,87188750,96115799,85258288,395435487,200909324,58924053,81030940,235444754,83131721,66695278,27179815,58175050,59977146,36588104,41595153,73180659,57969862,87221627,87959230,35905262,39429623,97678548,114926541,229579315,128150618,94466610,175520075,111414752,113759472,133658321,75379305,77942227,100579871,403009670,95992596,110776482,110013288,90470214,66553346,71541950,10947125,9021862,47946015,140452194,167169233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,04,0,0,141824232,94150282,89222772,200549571,88497839,79061034,145556743,61290284,71755614,63956624,121309797,87089078,94439241,82554388,348605476,196521721,58147255,78437505,235808510,79836003,67685722,29986647,58068201,59525503,36167677,40545408,72480911,57764463,85127918,81640034,34951495,39172152,96556912,117611036,209237029,126446348,92737318,173124328,112373416,111395177,145602291,76797967,79766312,102493859,377806925,97893081,112570894,113856367,90354395,67100449,68574774,10863389,11392462,50428274,139128574,162055095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,05,0,0,146714134,96887258,91538034,210164393,88023579,81703902,156909977,63256330,72618102,63677717,116892405,86310018,94629828,85262899,415531488,214276989,58295234,78932728,259232369,81447274,69839588,29895908,58956154,60127971,36733347,42471368,74360844,58170561,86804831,81119039,35322125,41565968,97162819,115007724,196549239,129523630,93360245,177506419,114256640,112770508,148432505,76454470,77963420,101925130,410499724,94377826,109295403,107368755,90040474,65617866,64112179,10735292,10816424,49698206,138556885,159728962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,06,0,0,133229924,90108811,85630813,189272469,81469916,76760563,135378237,60429083,67754412,60470965,106171450,82135587,88735565,79238891,345258956,187229139,53179845,72207960,224274070,75631819,62917197,26759802,53681588,55614601,34611497,39738251,70018811,44121861,81609758,69502780,33744467,41379585,93667485,104730977,171847194,118694006,85153809,163250078,103094568,104560254,125955866,72811184,72254976,95592024,355421950,92392993,104435704,103468610,86240599,60635783,59434039,9809393,9458063,46635860,129180703,129224833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,07,0,0,134916594,92330508,86784083,194426136,78365835,76398757,140445376,60137756,68412294,59630430,95041594,75378518,85338283,84243110,407545819,192740471,52012006,67679404,229150848,71541295,61074482,23991811,53124812,54532988,33258970,40096239,68382189,32205303,82097785,57352018,33524724,42476891,93122429,88088652,130264274,121645849,83693258,161436801,100890354,101881135,126593947,70981204,68477975,91629053,401607766,90560942,101283106,104140823,88312954,60146020,50157705,9881098,9226577,48420164,130313068,105960053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,08,0,0,131247477,89299997,83332598,183999150,71489381,72321211,147443569,55778790,64666702,55560792,89044540,69986500,77213376,79408869,399503359,193306827,49062482,63301907,247280394,66192816,57652912,23469773,50470279,52248422,31769088,38242426,64517539,31680226,77525936,55180069,34015459,40783105,88133328,80187630,121642832,117038121,77169498,150079344,95760092,94344674,124904750,66919194,63476504,84028219,379165934,84185958,94214465,95032479,83300137,56513730,45692258,9394897,9067386,45911946,121289468,101592797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,09,0,0,134428930,91784947,86364511,183953892,81644669,74144431,133644116,55948748,67242785,59733417,108812026,81620665,89141278,77871454,327822530,187100947,54422898,72363070,213417739,73980955,61773579,24536152,52411733,55284662,32929569,40403602,67661948,56705956,81448002,76315856,34619969,46797586,96597734,113717022,194054891,118601403,85505021,158178038,103389779,104391870,127674671,72413249,72599282,97988711,359265994,93926880,107252367,106149729,88384577,61849331,61943720,10196980,9566229,50264423,128779708,158904989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,10,0,0,139036703,92868027,87088998,189102020,81518446,75743450,145833750,56423299,69268426,60632196,104339290,77656700,85716861,77323351,346038990,193524878,55319272,72524368,246768066,73907197,64083002,27230335,55343981,56774619,34611402,43371638,70863903,54321740,82021658,76606951,35114083,47327244,97360371,107939930,179011083,123436258,87854152,159511338,106879517,106251521,129463628,74483895,73860315,97735133,363610273,91390236,106351675,106320190,83917507,62114597,58345726,10042010,10173657,48708019,129100255,153232961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,11,0,0,131910842,90430781,83905374,183748411,79026473,73056916,135792945,55699123,65942687,58722055,100087387,76562045,84921097,79143168,336971764,182743409,53119869,70035439,226952587,70429647,59536657,27368529,52687470,54303600,32844783,45606726,68170009,54157549,78392886,76301215,31019689,45652983,91837621,108641614,181320519,120176734,85091988,153675993,105906771,103675447,119117779,73455196,72673099,93910077,351467090,90377735,104145853,109405602,76601149,62383675,58296026,9070417,9774017,46550154,124783529,152678821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,12,0,0,139151532,95580874,88476321,201960680,82755567,76681652,146167476,58776919,70636287,60601285,97350186,81047069,87520252,87062047,424074273,201908102,55110419,69663601,245109486,74270475,63421651,27987160,55859198,57454442,35238998,48826323,72634876,42050956,85255869,71986077,32871271,49370639,98543825,102324011,162475025,129065128,89778535,164831570,109345644,107266883,130672118,78538628,74691075,96623812,400949493,95077757,109751187,115458916,78204832,66086777,58757537,10238246,11226574,49846153,134652316,131238155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,01,0,0,133157898,92414927,84381925,197186890,72958975,73502125,145964675,57092581,69350737,57683246,91989619,70000047,77539822,93022492,432620233,200769686,52802453,63599830,249992951,66279119,56999784,24577775,51606958,52940535,30448052,46299849,67478189,30116791,81278062,51316121,34115276,47164012,93633301,83398204,127782847,126897223,83801568,156223727,106368511,97970607,123569046,77255480,68679968,90666043,428908654,91534151,101922520,114249551,76495552,60034569,44516285,9548437,9311643,46579940,127724831,88629844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,02,0,0,123569911,84991312,77533863,183415034,69569431,67192531,140984968,51558247,62742347,53474112,83112469,61170072,67063148,85344903,414943128,183426230,48909805,58609777,238718856,61392157,53693472,21448490,48385785,48503808,28629235,42807149,63185352,28470689,74542464,49687761,28495931,42711875,85433445,77144753,121863253,112311280,77891576,143131188,91910914,90717637,113092160,67471223,61290174,82393516,398888081,81646326,92881128,108845529,68311624,54387885,41772680,8857400,7881848,41963840,115764351,83414384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,03,0,0,145261328,101883283,93017018,208593803,91140372,81550982,151659351,60177018,77403402,66677784,130336735,90801547,97765278,95563360,406627932,208497832,59310592,80769651,249318638,81083506,66464354,27433603,57549482,59000300,35518960,53536059,76937486,59600144,89337186,83056638,36001824,52817014,105661402,130062216,248275944,133783146,101228823,182652603,119077618,119200585,136429031,85026474,84533991,105352553,417786648,104947670,121735180,143808117,89372150,68169908,75673900,10432708,9741722,53096823,140130671,158245135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,04,0,0,143105861,97582593,89303526,195273668,91854191,76846241,145548113,58071185,74132225,63763956,122769209,86502861,93397603,88974848,352058347,199433831,57234470,77700595,236704360,77037741,65563267,27056395,57024663,56587711,34633737,52474303,74981612,57503194,85119113,75168081,37416661,52674465,102878056,127974792,223331900,129945960,95550296,177770154,112612566,114620036,146001369,82168762,80482905,103777051,382171205,102217993,117622351,138687240,84676082,65179480,69191620,10919070,12143777,51934707,133451171,148600877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,05,0,0,145953277,102341005,91307845,206660206,99873713,79723238,158163971,59193920,78301968,64096060,118635302,86250477,94226621,93526836,405658911,217774588,58774003,78278237,272737314,77073472,68627479,30521928,58464608,58823719,36340475,54790637,78574703,56209180,89180310,74303286,38245141,53679089,106082637,126345892,217980640,136894437,98177475,184432947,120109080,116182120,155730868,85901404,81579708,110237869,421822330,100876413,116830865,138621363,85083586,68108594,66278538,10908852,12995071,56245782,137494510,153546776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,06,0,0,134850887,95208264,85969999,188844178,95266730,75524063,137984158,56377763,70092727,59245980,104263233,78767570,87819800,86513919,346857073,194267606,54245197,72854200,231451962,73304744,60533327,26017188,52842569,54316693,33095499,51980772,80737689,44046699,83699037,64658628,34918819,51368884,102355433,93006789,186031090,125993184,90547879,168256959,108472158,107907733,141275827,77398011,74021030,101204542,390953461,98913115,112756703,133404432,80037112,62153270,59746449,10019164,10808269,48069837,126718584,124124892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,07,0,0,136591642,96213231,85466509,192011883,95104888,74692349,141164957,56199493,69535813,56636818,92735280,72119581,85141452,92938707,410939719,192309199,52621850,67899848,243117033,68936140,58986777,24278695,52615786,53648667,31449262,88040880,78284141,32502474,87242437,52946954,35596154,50274567,101218593,94310226,136417192,125692010,86489440,166091518,102208075,104227340,128867690,73200381,68987110,97008933,399229997,96479806,108476481,131021284,80187849,59903867,49177086,10116700,9241349,47433909,127187652,91243602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,08,0,0,128319125,90132041,80786536,179645980,87881497,69543610,140908672,53039011,64439137,53096244,88516008,70274623,76383052,87912623,401313680,190204381,47828432,63582083,248196131,63355617,54359827,22953956,47780266,49554598,29071691,81423619,72834294,31691454,80365831,51389097,35057025,46416636,94267856,85777231,126073843,117591730,77871837,154649324,93826218,95190000,125553879,68327203,63733939,88167992,375040411,91300582,99836725,123035325,75053099,55993068,45576748,9637802,9676450,44758135,118534167,91078819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,09,0,0,129414429,89900426,81985065,178653125,92202206,69803862,134506044,51745646,64807537,55743018,96881328,73921475,78237501,81343711,351990536,185100093,51586381,69288618,230671611,67255307,56030140,23315506,48897240,50540504,29902847,74247856,75885723,47271074,79717862,67044348,33295023,47418549,93514442,108928731,174842967,112472284,80645955,155935302,95074830,97454831,120638303,69515405,65959383,93866451,354501544,88136692,102869326,118657849,73106990,56167236,53219380,9537550,8729169,44189918,116013524,123169415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,10,0,0,140714846,99242288,89602361,197092926,101240828,76073649,145477491,56421944,71126153,62240546,109983201,81650962,88463599,88484388,355850535,201055151,55890148,78856194,259496867,74165482,64250173,38868358,56524864,55960962,33686515,76434889,84697969,55091613,89756967,74014688,39097729,52249709,107499315,127881459,205078991,131840232,92158300,178225010,114760813,109015547,146752001,81438487,76675363,105964213,376362239,99553051,117759130,138028822,79576577,63738083,61741229,10701151,10430822,49639113,129197201,139584706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,11,0,0,138590573,99272338,87669025,192651508,99524871,75342408,140922993,56849641,70235135,60155025,109224114,80139082,86659916,87917379,355664730,190840647,56564099,77843083,249993030,72631608,62009056,28999848,52472537,54895814,32625031,73871790,83126858,57214230,87414846,75391165,35337239,50113666,104677579,126993429,211605835,128757582,90890171,172106229,111684375,107767388,134261658,79699589,73969136,105724999,383971647,100197675,118290513,136837137,76863042,64016916,60883166,10448159,9369373,48032282,126745674,142816369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,12,0,0,146079746,105646907,92916156,213108806,105349862,80792819,146657550,62604177,75941123,63788757,105178955,79810976,90394321,97444213,435794568,210157208,59080907,79088921,272840764,74686856,63397930,29942302,55121729,58415203,35479679,84706621,88186225,46920675,95185658,69068668,35729911,52198477,113402042,117904844,184775079,138963933,95874058,183309384,116909453,111341975,146017500,85047579,76161993,106859841,421413367,107510591,126897047,147667626,79759293,68520571,60356843,10714772,9220298,51756883,138489768,127087211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,01,0,0,168925175,87339777,72834364,233948465,84257725,64214045,161543856,52252505,65928168,51514470,96333105,64365177,94617438,92375984,400213691,186366683,61020846,62677416,250830894,60538575,88863697,22461160,45393181,48651075,36678885,66636944,68620706,35848648,71925357,88674750,28953809,39943079,87784425,81687096,124619217,119050046,82243340,155093722,90679236,119287916,135180827,73923421,67014851,93555325,410031527,90955651,107970097,133539456,74753756,79043393,48489551,8907319,8020481,43921193,120017214,166048411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,02,0,0,162992770,82548408,68719778,228330321,77700930,61446215,161773957,48154212,63118464,50289721,90516250,56640742,81565028,83384596,405050393,177177489,55549184,59983696,256541647,58009927,87624187,20537709,43095993,47515741,34144767,65805385,65997099,33942873,68904486,86948942,28791346,37144448,83405315,72143973,118831617,112208280,78746244,146521497,87146507,111587199,131549748,69249682,62729153,83616948,395361709,80602436,100984834,126465078,72456325,76678320,48370797,8564237,7407319,42035088,116307782,161243830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,03,0,0,184784237,92855032,79418321,245474961,94580920,69554330,168307298,52572126,71923988,59670192,133053787,80940644,113486032,92836885,383392150,194351977,69410880,81404343,249417308,76761078,105401170,23118820,50415647,53348349,43347749,68008461,78932715,62529313,78225683,164737805,34826720,44938964,99571378,123751018,226978859,127022990,97822650,176993320,103314042,141460002,153490781,82620629,82066252,108409064,419276547,102461535,128829985,150598777,92176772,92297219,80031421,10169958,9384671,48758785,130607830,260702866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,04,0,0,183963572,92414738,77887706,241218780,93791447,69332195,168310040,51582565,69511793,59562706,127904758,80168794,111753620,91234834,347980066,194089299,68864120,82997749,258505426,74996841,106927968,27003549,51063097,55292277,43311688,65838645,77690342,59652419,76995523,146150515,36092691,44629764,99197318,122975179,207763126,124216495,95900951,177702813,106016695,138856633,161596143,82978503,80943313,108669034,392514942,102677042,129221897,151909644,91714569,93981967,76647999,10394974,10172757,48590398,129104275,247725030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,05,0,0,190019465,93840992,80547489,252187920,94999576,69716134,175079233,54515705,71058079,59006699,124396294,81404051,111906456,92322487,387993798,203489018,68125693,83128231,272441126,73331014,108263887,26426770,51300570,56027452,42051690,69440421,78291063,60796105,77254489,153128566,35554829,45007159,99818088,122754887,203841686,128157657,97931411,179929017,108149540,138791415,163119229,83241277,81341739,109407336,414748574,95802004,123209019,148577236,89425393,91175915,70786956,10797663,12115570,49713546,129728635,246160837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
