철도운영기관명,선명,역명,출입구번호,상세위치,정원_인원,정원_중량(kg)
대구교통공사,1호선,각산,1,(1F) 1번 출입구 앞 (B1F) 발매기실 앞,13,1000
대구교통공사,1호선,각산,,(B1F) 설화명곡역 방향 표 내는 곳  (B2F) 설화명곡역 방향 6-2 출입문 앞,13,1000
대구교통공사,1호선,각산,,(B1F) 안심역 방향 표 내는 곳 (B2F) 안심역 방향 3-3 출입문 앞,13,1000
대구교통공사,1호선,각산,3,(1F) 2번/3번 출입구 사이 (B1F) 2번/3번 출입구 방향,13,1000
대구교통공사,1호선,교대,4,(1F) 4번 출입구 앞 (B2F) 2코너 표 내는 곳 옆,13,1000
대구교통공사,1호선,교대,3,(1F) 3번 출입구 앞 (B2F) 2코너 표 사는 곳 옆,13,1000
대구교통공사,1호선,교대,,(B2F) 2코너 표 내는 곳 옆 (B3F) 영대병원역 방향 승강장 6-4근처 비승차구간 ,13,1000
대구교통공사,1호선,교대,,(B2F) 2코너 표 내는 곳 옆 (B3F) 명덕역 방향 승강장 2-3 출입문 앞,13,1000
대구교통공사,1호선,대곡(정부대구청사),4,(1F) 4번 출입구 앞 (B2F) 대합실 고객안내센터 옆 (B3F) 화원역 방향승강장 4-1 출입문 앞,13,1000
대구교통공사,1호선,대곡(정부대구청사),3,(1F) 3번 출입구 앞 (B2F) 대합실 발매기실 옆 (B3F) 화원역 방향 승강장 6-1출입문 앞,13,1000
대구교통공사,1호선,대구역,1,(1F) 2번 출입구 옆 (B2F) 1/2번 출입구 방향 (B3F) 중앙로역 방향 승강장 3-2 출입문 앞,13,1000
대구교통공사,1호선,대구역,4,(1F) 4번 출입구 옆 (B2F) 장애인 화장실 옆 (B3F) 칠성시장역 방향 승강장 3-2 출입문 앞,13,1000
대구교통공사,1호선,대명,4,(1F) 4번 출입구 앞 (B1F) 무더위 쉼터 옆,13,1000
대구교통공사,1호선,대명,,(B1F) 표사는 곳 옆 (B2F) 안심방면 승강장 6-2 출입문 앞,13,1000
대구교통공사,1호선,대명,,(B1F) 나가는 곳 1번/4번 출입구 옆 (B2F) 설화명곡방면 승강장 3-3 출입문 앞,13,1000
대구교통공사,1호선,대명,2,(1F) 2번/3번 출입구 사이 (B1F) 나가는 곳 2/3번 출입구 사이,13,1000
대구교통공사,1호선,동구청(큰고개),1,(1F) 1번 출입구 앞 (B1F)표 내는 곳 옆쪽 방향/ 1번 출입구 방향,13,1000
대구교통공사,1호선,동구청(큰고개),2,(1F) 2번 출입구 앞 (B1F)표 내는 곳 옆쪽 방향/ 2번 출입구 방향,13,1000
대구교통공사,1호선,동구청(큰고개),,(B1F)표내는곳 뒤쪽 방향/ 4번 출입구 방향 (B2F)설화명곡행 열차 출입문 6-1/ 6-2 사이,13,1000
대구교통공사,1호선,동구청(큰고개),,(B1F)표 내는 곳 뒤쪽 방향/ 3번 출입구 방향 (B2F)안심행 열차 출입문 3-3/ 3-4 사이,13,1000
대구교통공사,1호선,동대구역,1,(1F) 2번 출입구 앞 (B1F) 수유실 옆 (B3F) 신천역 방면 2-1 출입문 앞,13,1000
대구교통공사,1호선,동대구역,,(B1F) 통신기계실 옆 (B3F) 동구청역 방면 2-1 출입문 앞,13,1000
대구교통공사,1호선,동대구역,3,(3F) 철도 동대구역 광장 옆 (1F) 3번 출입구 옆 (B1F) 3번 출입구 옆,18,1350
대구교통공사,1호선,동대구역,2,(1F) 2번 출입구 옆 (B1F) 대합실 중앙 (B2F) 전시장 중앙 (B3F) 동구청역 방면 5-1 출입문 앞,18,1350
대구교통공사,1호선,동촌,4,(1F) 4번 출입구 근처 (B3F) 4번 출입구 방향/ 승차권발매기 옆,13,1000
대구교통공사,1호선,동촌,,(B3F) 1번 출입구 방향/ 우대권지급기 옆 (B4F) 아양교역 방향 승강장 3-4 출입문 앞,13,1000
대구교통공사,1호선,동촌,,(B3F) 2번 출입구 방향/ 화장실 옆 (B4F) 해안역 방향 승강장 6-1 출입문 앞,13,1000
대구교통공사,1호선,명덕(2.28민주운동기념회관),5,(1F) 5번/6번 출입구 사이 (B1F) 5번 출입구 옆,13,1000
대구교통공사,1호선,명덕(2.28민주운동기념회관),,(B1F) 표내는 곳 내 계단 앞/ 1번/7번 출입구 방향 (B2F) 교대역 방향 승강장 4-3  출입문 앞,13,1000
대구교통공사,1호선,명덕(2.28민주운동기념회관),,(B1F) 표내는 곳 내 계단 앞/ 5번/6번 출입구 방향 (B2F) 반월당역 방향 승강장 5-2 출입문 앞,13,1000
대구교통공사,1호선,반야월,1,(1F) 1번 출입구 뒤/ 반야월네거리 진병원 앞 (B1F) 1출 출입구 계단 방향,13,1000
대구교통공사,1호선,반야월,,(B1F) 고객안내센터 앞 (B2F) 설화명곡 방면 6-1 출입문 앞,13,1000
대구교통공사,1호선,반야월,,(B1F) 고객안내센터 앞 (B2F) 안심 방면 3-4 출입문 앞,13,1000
대구교통공사,1호선,반야월,2,(1F) 2번 출입구 뒤 (B1F) 반야월네거리 한국자원 앞,13,1000
대구교통공사,1호선,반월당,23,(1F) 23번 출입구 앞 (B2F) 대합실(2코너 발매기 옆),13,1000
대구교통공사,1호선,반월당,3,(1F) 3번 출입구 앞 (B2F) 대합실(건강관리 코너  옆),13,1000
대구교통공사,1호선,반월당,,(B2F)고객힐링쉼터 옆 (B3F) 상선승강장(3-4),13,1000
대구교통공사,1호선,반월당,,(B2F) 대합실( 1코너 발매기 옆) (B3F) 하선 승강장(6-1),13,1000
대구교통공사,1호선,방촌,4,(1F) 4번 출입구 앞 (B1F) 표내는 곳 옆/ 1번/4번 출입구 방향,13,1000
대구교통공사,1호선,방촌,3,(1F) 3번 출입구 앞 (B1F) 표내는 곳 옆/ 2번/3번 출입구 방향,13,1000
대구교통공사,1호선,방촌,,(B1F) 4번 출입구 계단 옆 (B2F) 해안역 방향 승강장 3-3 출입문 앞,13,1000
대구교통공사,1호선,방촌,,(B1F) 3번 출입구 계단 옆 (B2F) 용계역 방향 승강장 6-2 출입문 앞,13,1000
대구교통공사,1호선,상인,7,(1F) 7번/8번 출입구 사이 (B1F) 8번 출입구 방향,13,1000
대구교통공사,1호선,상인,4,(1F) 3번/4번 출입구 사이 (B1F) 3번 출입구 방향,13,1000
대구교통공사,1호선,상인,,(B1F) 대합실 화장실 옆 (B2F) 월배역 방향 승강장 3-3 출입문 앞,13,1000
대구교통공사,1호선,상인,,(B1F) 대합실 이마트24 옆 (B2F) 월촌역 방향 승강장 6-2 출입문 앞,13,1000
대구교통공사,1호선,서부정류장(관문시장),3,(1F) 3번 출입구 옆 (B1F) 옷가게 임대매장 옆,13,1000
대구교통공사,1호선,서부정류장(관문시장),,(B1F) 대합실 화장실 근처 (B2F) 송현역 방향 승강장 3-4 출입문 앞,13,1000
대구교통공사,1호선,서부정류장(관문시장),,(B1F) 옷가게 임대매장 뒤 (B2F) 대명역 방향 승강장 6-1 출입문 앞,13,1000
대구교통공사,1호선,설화명곡,8,(1F) 7번/8번 출입구 사이 (B1F)  8번 출입구 옆,15,1150
대구교통공사,1호선,설화명곡,4,(1F) 3번/4번 출입구 사이 (B1F)  3번/4번 출입구 사이,15,1150
대구교통공사,1호선,설화명곡,,(B1F) 8번 출입구 옆 (B3F) 상선 승강장 출입문 5-1 앞,15,1150
대구교통공사,1호선,설화명곡,,(B1F) 남자/ 여자 화장실 사이 (B3F) 화원역 방향 승강장 출입문 5-1 앞,15,1150
대구교통공사,1호선,송현,4,(1F) 4번 출입구 뒤 (B1F) 1번/4번 출입구 방향 사이 (B2F) 표 내는 곳 밖 4번 방향 계단 옆,13,1000
대구교통공사,1호선,송현,2,(1F) 2번 출입구 뒤 (B2F) 표 내는 곳 밖 2번 출구 방향 계단 옆,13,1000
대구교통공사,1호선,송현,,(B2F) 표 내는 곳 내 1번/4번 출입구 방향 (B3F) 승강장 6-1 출입문 앞,13,1000
대구교통공사,1호선,송현,,(B2F) 표 내는 곳 내 2번/3번 출입구 방향 (B3F) 승강장 3-4 출입문 앞,13,1000
대구교통공사,1호선,신기,4,(1F) 1번/4번 출입구 사이 (B1F) 대합실 헬스존 방향,13,1000
대구교통공사,1호선,신기,3,(1F) 2번/3번 출입구 사이 (B1F) 대합실 방향,13,1000
대구교통공사,1호선,신기,,(B1F) 1번 출입구 방향 표내는곳 내 계단 맞은편 (B2F)율하 방향 승강장,13,1000
대구교통공사,1호선,신기,,(B1F) 2번 출입구 방향 표내는곳 내 계단 맞은편 (B2F) 반야월 방향 승강장,13,1000
대구교통공사,1호선,신천(경북대입구),7,(1F) 7번/8번 출입구 사이 (B1F) 7번/8번 출입구 방향,13,1000
대구교통공사,1호선,신천(경북대입구),4,(1F) 3번/4번 출입구 사이 (B1F) 3번/4번 출입구 방향,13,1000
대구교통공사,1호선,신천(경북대입구),,(B1F) 7번/8번 출입구 방향 (B2F) 칠성시장역 방향 승강장 3-1 출입문 앞 ,13,1000
대구교통공사,1호선,신천(경북대입구),,(B1F) 5번/6번 출입구 방향 (B2F) 동대구역 방향 승강장 6-4 출입문 앞,13,1000
대구교통공사,1호선,아양교,4,(1F) 4번 출입구 뒤 (B3F) 대합실 화장실 옆,13,1000
대구교통공사,1호선,아양교,,(B3F) 동구청역 방향 표내는곳 앞 (B4F) 동구청역 방향 승강장 5-1 출입문 앞,13,1000
대구교통공사,1호선,아양교,,(B3F) 동촌역 방향표내는곳 앞 (B4F) 동촌역 방향 승강장 5-1 출입문 앞,13,1000
대구교통공사,1호선,안심(혁신도시·첨복단지),2,(1F) 2번 출입구 뒤 (B1F) 대합실 승강장간 엘리베이터 맞은편 표 내는 곳 앞 ,13,1000
대구교통공사,1호선,안심(혁신도시·첨복단지),3,(1F) 3번 출입구 뒤 (B1F) 3번/4번 출입구 계단 사이,13,1000
대구교통공사,1호선,안심(혁신도시·첨복단지),,(B1F) 표 내는 곳 앞 계단 앞 (B2F) 각산역 방향 승강장 4-4 출입문 앞,13,1000
대구교통공사,1호선,안지랑,1,(1F) 1번 외부 출입구 앞 (B1F) 역무실 출입문 앞,13,1000
대구교통공사,1호선,안지랑,2,(1F) 2번/3번 외부 출입구 사이 (B1F) 대합실 2번 출입구 방향,13,1000
대구교통공사,1호선,안지랑,,(B1F) AGM-1-51 표내는곳 내 (B2F)대명역 방향 승강장 6-2 출입문 앞,13,1000
대구교통공사,1호선,안지랑,,(B1F) 대합실 2번 외부 출입구 방향 (B2F)현충로역 방향 승강장 3-3 출입문 앞,13,1000
대구교통공사,1호선,영대병원,2,(1F) 2번 출입구 옆 (B1F) 이마트24 옆,13,1000
대구교통공사,1호선,영대병원,,(B1F) 표내는 곳 옆 (B2F)설화명곡행 승강장 6-1(노약자/장애인석),13,1000
대구교통공사,1호선,영대병원,,(B1F) 남녀화장실(장애인화장실포함) 입구 옆 (B2F) 안심행 승강장 3-4 (노약자석),13,1000
대구교통공사,1호선,용계,4,(1F) 4번 출입구 앞 (B1F) 고객힐링쉼터 정수기 옆  4번 출입구 방향,13,1000
대구교통공사,1호선,용계,,(B1F) 고객힐링쉼터 정수기 맞은편 (B2F) 설화명곡역 방향 승강장 3-3 출입문 앞,13,1000
대구교통공사,1호선,용계,,(B1F) 지폐교환기 근처 (B2F) 안심역 방향 승강장 6-2 출입문 앞,13,1000
대구교통공사,1호선,월배,4,(1F) 4번 출입구 앞 (B1F) ,13,1000
대구교통공사,1호선,월배,3,(1F) 3번 출입구 앞 (B1F),13,1000
대구교통공사,1호선,월배,,(B1F) 대합실 셔터 앞 (B2F) 진천역 방향 승강장 3-3출입문 앞,13,1000
대구교통공사,1호선,월배,,(B1F) 대합실 셔터 앞 (B2F) 상인역 방향 승강장 6-2출입문 앞,13,1000
대구교통공사,1호선,월촌,1,(1F) 1번/2번 출입구 사이 (B1F) 1번/2번 출입구 방향,13,1000
대구교통공사,1호선,월촌,4,(1F) 3번/4번 출입구 사이 (B1F) 3번/4번 출입구 방향,13,1000
대구교통공사,1호선,월촌,,(B1F) 표내는곳 내 계단 옆 (B2F) 상인역 방향 승강장 3-4 출입문 앞,13,1000
대구교통공사,1호선,월촌,,(B1F) 표내는곳 내 계단 옆 (B2F) 송현역 방향 승강장 6-1 출입문 앞,13,1000
대구교통공사,1호선,율하,5,(1F) 5번 출입구 뒤 (B1F) 5번 출입구 방향,13,1000
대구교통공사,1호선,율하,2,(1F) 2번 출입구 뒤 (B1F) 2번 출입구 방향,13,1000
대구교통공사,1호선,율하,4,(1F) 3/4번 출입구/ 사이 롯데마트 앞 (B1F) 3/4번 출입구/ 롯데마트 입구 앞,13,1000
대구교통공사,1호선,율하,,(B1F) 개찰구 옆 5번/ 출입구 방향 (B2F) 용계역 방향 승강장 6-1 출입문 앞,13,1000
대구교통공사,1호선,율하,,(B1F) 개찰구 옆/ 4번출입구 방면 (B2F) 신기역 방향 승강장 3-4 출입문 앞,13,1000
