년,월,설화명곡,화원,대곡,진천,월배,상인,월촌,송현,서부정류장,대명,안지랑,현충로,영대병원,교대,명덕1,반월당1,중앙로,대구역,칠성시장,신천,동대구역,동구청,아양교,동촌,해안,방촌,용계,율하,신기,반야월,각산,안심,문양,다사,대실,강창,계명대,성서산업단지,이곡,용산,죽전,감삼,두류,내당,반고개,청라언덕2,반월당2,경대병원,대구은행,범어,수성구청,만촌,담티,연호,대공원,고산,신매,사월,정평,임당,영남대,칠곡경대병원,학정,팔거,동천,칠곡운암,구암,태전,매천,매천시장,팔달,공단,만평,팔달시장,원대,북구청,달성공원,서문시장,청라언덕3,남산,명덕3,건들바위,대봉교,수성시장,수성구민운동장,어린이세상,황금,수성못,지산,범물,용지
2013,02,0,0,228729,166780,114477,372835,128802,116816,276265,104483,132941,91937,177402,121149,155924,334128,705085,305012,143467,132319,391015,115349,153250,39451,77533,90482,44732,122369,107280,51846,108228,143464,67829,59059,150762,102250,183684,167540,107844,239983,148943,186592,233448,125974,125543,198707,656524,180427,197737,249726,145573,133091,83025,14773,13772,72395,212685,127272,104412,38934,186540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,03,0,0,269275,193007,135519,428273,159791,137720,316632,119645,154298,116655,241789,160661,204394,361743,717154,344572,168318,176718,424339,147366,194577,51315,90688,109635,60329,138443,129908,75434,127532,246045,100218,71414,179899,170695,324213,193747,136434,300522,183115,229955,302478,156166,164566,254974,753501,219968,245871,299447,177740,167620,135641,19228,20488,88569,262132,164001,127227,62750,387028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,04,0,0,262888,186247,133164,407570,159299,133751,303372,115807,148919,115300,235801,161063,201979,338184,635764,332632,164443,172895,403153,144450,190678,50019,89178,107935,59594,127678,127417,73097,124047,238406,93569,70089,175335,173526,310511,189785,134279,293149,178884,226797,306173,156167,163700,248250,677456,227959,246382,303603,175218,165195,133899,19951,18305,87811,252749,158924,125277,65234,367503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,05,0,0,278891,203973,139615,435968,162289,138595,321311,124851,158002,118505,238648,164280,210518,364442,717468,351655,167846,176405,436214,147686,196303,52184,94935,111984,61126,139325,132315,76882,129500,251627,97909,72125,184360,178289,323295,195380,141561,304683,186464,231932,314245,158762,169287,267482,756313,229819,252897,304832,179282,170831,134806,21614,20797,90802,262551,163134,131252,70796,401266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,06,0,0,245262,188597,124551,382877,147245,126889,293170,113655,143597,109445,204686,143037,190348,325389,652954,319589,156566,151201,392985,132519,174267,46655,86538,102108,54227,130427,119893,64283,117502,196687,93190,65571,165435,147691,253023,179128,123884,276027,165093,203917,268389,141365,149320,237635,641509,204352,223532,267114,159410,144815,112543,19793,17031,78870,226000,137736,118812,57444,274161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,07,0,0,251206,196091,128481,391067,149838,130320,292289,120135,145978,108711,192713,139827,193845,354723,708933,320000,157267,145218,391825,127704,172629,45386,87393,100482,53393,135300,120628,60002,121499,156105,94849,68396,170467,127032,205190,180248,121811,273361,161130,205051,284856,137255,146633,232698,680471,210467,222455,276606,159913,144481,97689,19645,18168,79890,230948,136160,118992,50749,214815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,08,0,0,241212,185582,118342,370982,137856,122149,287719,113253,138121,101556,184900,131665,173689,339654,704818,320870,152488,132556,395032,119237,162378,43106,81768,94495,49887,136450,115800,55411,112697,157600,101328,63506,159265,113122,186739,167419,109390,254015,153626,190839,252880,128963,136585,210446,637731,190774,205393,252868,150756,134592,92966,18152,26013,74749,214325,125995,113455,47943,204067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,09,0,0,235135,178039,114786,363802,137818,117141,283542,107037,134228,102132,196028,135341,171232,306199,617958,309742,160324,143818,381897,122507,160363,44489,80886,94909,49350,129459,116624,64035,111010,211231,87468,62162,155575,147133,261678,163423,113751,251479,155631,190861,245190,128831,138065,219285,635632,190321,211260,249158,146185,137033,105531,18038,22079,73955,217120,129514,114325,58151,312425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,10,0,0,265053,198963,126443,402318,149201,129391,307839,120116,145179,114464,221909,152108,192433,340814,640092,328987,168442,161087,411134,134434,188469,54722,93302,107751,55799,140418,129250,73042,123942,227566,96937,71274,177271,162179,288094,188299,126957,290583,183606,212966,284462,147265,157522,250281,677522,218358,240303,283946,161666,154757,119294,21208,25459,85011,241552,144627,128033,67772,338104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11,0,0,262068,196682,125448,398375,145583,125804,304527,114690,147791,111879,217623,147953,188830,341740,630197,334028,166759,159290,416011,133906,180424,54280,91808,106565,54192,143542,127663,71494,121731,228076,87040,68374,172437,159808,293436,184522,125195,281974,182255,211360,268593,145899,154170,245172,699445,213248,238553,285142,155107,154378,115837,19867,18186,83159,238697,142152,125801,65895,354574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,12,0,0,262843,204372,127647,414496,152774,131157,314362,122048,152802,113994,209745,145580,187123,375102,740842,329503,165368,157347,432945,134947,181056,51251,94213,109321,55730,150908,125503,68188,127765,199925,90471,69268,179251,149689,260024,198157,127410,287291,185064,212551,281326,150078,155248,243790,761603,217687,242178,303155,157018,153060,106722,19720,16264,85446,246122,142367,132161,61953,288837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,01,0,0,244834,191364,120895,385985,133708,122551,298267,117590,144924,102616,188755,126181,165949,360806,685690,324754,180239,140244,401737,120251,164139,46514,85079,101917,46795,135684,118845,55596,119754,154493,81967,64279,166210,114241,194466,179294,113669,247560,165259,197182,253546,134112,138910,226946,711439,196661,215055,277179,151236,134740,82033,17884,14523,77952,224917,128755,121950,50645,205962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,02,0,0,235516,180025,113203,368688,126063,116016,279881,110036,138636,97023,180518,118285,155963,346306,676992,291542,140805,130140,396646,113126,156781,45051,80839,95349,42773,127010,112823,52917,114101,154167,77779,60489,158728,108217,188090,169334,109596,236525,157474,184747,243204,128711,130828,200666,692539,189715,206046,265685,145667,130004,83574,17021,12147,73683,216824,123688,115663,47866,203463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,03,0,0,266993,201284,129470,411985,153478,130532,317011,123608,155651,117618,244513,156100,198104,364768,670692,327395,173230,168639,414622,143159,190693,51960,93410,108424,55579,144744,129648,74267,129002,257172,97210,71813,181206,170951,335227,189613,135163,285155,179108,223694,298592,147859,163037,248598,753141,221974,250000,305809,172241,159624,129040,21393,14207,87070,254151,154513,136801,74499,404634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,04,0,0,265419,196798,127290,395386,152366,126710,306857,120516,151080,115752,239653,156441,192267,343172,595552,319697,169952,169017,403525,142244,190516,56846,94085,108258,55182,138709,126727,74036,126417,238464,94940,71190,179700,168546,320245,184261,133620,287813,183122,222745,305882,151186,163192,249844,687636,229127,251087,308568,168427,158355,127493,21643,15033,86076,248416,147761,134515,76270,381632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,05,0,0,277400,202420,132978,420993,155023,129321,327144,124590,160974,116117,238673,152620,193643,370221,694501,345475,174319,168333,444834,142833,192452,56495,98377,111298,55702,152917,130361,74926,132402,248269,100650,71732,186901,168209,305918,188685,138484,295338,186888,228021,306074,149255,161865,264580,773778,220442,248821,304247,169666,159720,122580,22167,17811,85899,254630,147052,136394,74855,383699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,06,0,0,249868,186717,123968,371755,142103,118730,293082,120784,143740,109281,215860,138193,176288,329837,605266,304815,162676,148613,394716,130421,174119,50307,88122,100620,51284,136168,118782,64503,122047,201694,93339,66610,171585,142232,250707,173256,122755,268335,166813,206381,264629,137097,148018,238461,648709,203042,223556,278469,156041,142260,106328,20622,15492,77806,228030,129032,124159,64635,296071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,07,0,0,256766,196113,128328,390313,146473,124893,296696,125146,148634,108570,201211,138706,178510,365541,672906,307031,166130,146545,395507,128954,174375,49004,89033,102259,51536,144231,124850,60291,130220,164101,94198,69487,178123,122753,209083,178085,122418,274341,165404,208733,291168,137123,146644,236266,705477,210236,227578,288792,160342,140226,94494,20195,14537,80209,230638,128221,126339,56079,229293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,08,0,0,242374,187923,119649,372140,136598,118647,295293,116811,145341,103289,192028,128323,163785,348217,683224,320780,162428,132761,411599,119794,163275,47386,85798,97387,47935,141209,117078,55618,122077,155500,91241,65283,166097,109969,190909,164592,113960,257665,154637,192617,254849,126556,132743,223159,672754,191674,204960,261163,147755,130654,90744,18900,14965,73025,214728,120033,119886,52760,208252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,09,0,0,240912,190633,121511,372447,143086,120114,292236,108964,139593,106203,209358,139594,173782,329056,613428,303148,167117,150735,389184,127218,170013,52066,88796,99645,52239,137205,119477,64839,121383,220181,90124,67025,171923,149498,275739,168407,119837,262115,163891,200509,261566,133209,142058,225921,677177,197851,222320,268036,149817,140254,106675,19802,15364,76024,227491,132794,123159,67100,350155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,0,0,261703,206301,133021,397034,151411,128349,311401,122019,150639,116341,228220,151549,188351,352387,629706,320306,168479,158538,416962,137932,186554,58089,96704,106708,57530,145506,126934,71451,131765,230878,96510,71676,186685,158361,296476,183171,129014,288513,181058,215598,279635,146143,153475,251304,701652,217590,241051,292750,162325,153010,117128,21961,17014,81806,240142,139344,132575,74293,347573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,0,0,252794,204785,128454,386912,147396,121108,296127,116558,143257,110445,217403,142218,180252,343072,622264,311947,162991,153520,399935,133495,175228,51845,91918,103074,55526,148096,121841,69810,126558,228234,87662,68479,175546,155254,290335,175754,124628,272136,170677,205561,264142,139789,149390,238853,694651,208455,231097,281722,153025,149041,111230,19291,15017,77325,229917,133353,126823,69681,341689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,0,0,254137,216323,134398,413399,155834,128795,301734,123797,146825,113234,216308,142689,185826,379499,710667,329632,164989,153467,417333,137023,178766,53600,95734,109229,58639,160781,126148,69845,134464,205024,84443,72358,184657,145411,259192,187049,129193,285381,191669,215517,286393,149359,152013,241490,759389,215884,243615,308056,157520,153876,106729,19447,13146,81548,241876,140206,133844,67407,307017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,01,0,0,241246,203241,130351,390396,140434,122653,291606,122221,142597,104170,196850,124112,167868,379275,692236,308295,158677,139182,401541,122226,165819,51123,88089,103671,51618,143654,115552,58316,127714,157803,84767,66107,173695,109932,199574,176777,114465,250355,172094,199498,260453,139121,138616,233036,736176,201194,216762,288765,150993,140358,82687,18159,12709,76108,229015,130152,125613,57135,216517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,02,0,0,215216,180793,112242,348977,123046,106028,268596,103854,127957,91081,168432,108788,143627,331641,636444,280843,145283,119463,377184,108269,145471,44441,77002,88942,44020,125168,104378,52201,110477,144077,70344,57585,152075,95275,169141,152744,102591,219150,142613,171040,240585,118021,118122,205179,670333,176169,188267,243235,129784,122140,75003,15837,10512,65696,201335,115059,108826,53112,194134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,03,0,0,258279,220862,133812,414832,157212,130247,306420,122424,150113,114933,240875,153356,197325,361614,648971,305292,167291,164036,400096,141161,185404,58552,94596,108734,60066,146236,127107,75619,133200,258318,96611,70805,188902,167382,315590,183352,132622,280842,183396,219138,299481,150787,157711,254780,746079,221946,248804,306030,166119,158784,125429,20936,15216,83233,251999,150345,135278,86425,405495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,04,0,0,259092,215664,133746,402815,156348,127646,299146,121600,148029,114110,230619,149332,205033,352124,610755,304410,170587,163126,393831,140413,184991,57295,91630,106793,59775,144154,125444,73430,130544,239612,92446,68905,185494,160488,296270,180586,130158,284137,177389,216069,300834,149965,155663,252610,694724,223666,241378,294659,161991,153411,121423,20821,15211,82017,243691,143349,132035,85758,369047,22319,3557,34882,18701,28951,15951,17855,14788,8125,7919,7004,11539,14709,9895,22437,12949,74007,13339,17531,25708,8741,23547,16692,15242,12199,22950,36013,17545,29115,28052
2015,05,0,0,276916,228132,139251,428660,160142,128885,334826,130501,155863,115041,225209,147014,179210,389599,723261,329355,175397,165361,448043,141209,190132,62672,98478,113405,60491,154424,125603,74444,133357,248432,99440,71060,198817,159512,295283,188936,137725,301149,189917,221122,329192,157730,150992,215656,771071,219987,222692,263888,164032,148328,116713,21793,18017,81915,252072,147632,136642,85840,401248,65125,12464,141584,67080,113705,68503,68715,56600,27680,29459,30272,48872,54959,40872,95338,55294,309217,47429,73549,89871,36129,97572,64362,56268,50792,89202,146709,68235,114473,90846
2015,06,0,0,229630,193047,117870,352877,140650,113725,264355,108327,129145,98677,184848,126590,146831,304627,532233,255139,154420,141336,314188,124243,160990,50752,81551,95777,53099,127296,113485,69440,116570,196072,82528,62919,168168,134593,244165,165122,116747,235541,155838,194684,252497,132730,132407,168162,583458,185471,197273,234740,145924,124791,100702,19389,13274,68954,209295,125764,115767,70732,277378,34137,8677,103565,48744,89861,54109,55306,46843,21608,23640,24693,40413,45737,36036,72491,33739,185354,36261,64394,69832,28900,70160,52882,44115,28384,70570,78071,55934,90379,57466
2015,07,0,0,250994,213425,129067,393831,148474,122158,295173,126422,142564,104518,184771,130010,151215,376716,689602,289431,165062,144590,382985,127608,169466,54773,85058,102597,54590,146470,120735,63424,127121,167085,91285,67091,185347,117482,199566,181582,121893,265549,166716,207793,296884,138833,134493,177863,706573,204917,202077,250601,157011,129062,90465,19795,14158,76440,226152,131816,124495,66265,214499,40017,9597,124178,53713,102386,52753,58710,53951,22814,28139,28747,47290,49952,39279,82203,38472,224608,40660,67346,75457,33349,82289,60919,50252,35804,81296,89744,62613,105480,67137
2015,08,0,0,265063,203717,126373,386114,142879,122573,301959,125245,143225,101353,188588,131639,148494,379904,712175,299507,166417,136712,402532,122203,163842,53026,82107,98577,54132,144766,116054,59481,120588,161796,95783,63663,172429,110438,191947,177012,117283,267286,165876,208621,274491,137257,128849,168819,699533,200932,191888,241260,149137,124322,90172,17574,14596,70097,213451,121934,118807,64289,205733,42148,9711,125711,52343,105354,57708,59900,54562,21866,27164,30027,49466,53909,42072,83270,40731,236607,42197,68942,80910,35176,88565,63991,52131,39799,84696,107687,62808,110730,68452
2015,09,0,0,267226,207837,130064,390841,151620,122312,307170,121168,144603,106462,208831,141826,149362,350715,640859,298261,176570,152051,389842,130417,169519,55662,86972,103482,56992,144093,121436,68899,123001,223454,87157,66594,180456,153030,275790,182431,128291,280516,176106,217671,276321,144945,140119,187163,704156,208316,210235,250768,156441,134015,111216,19223,17500,73976,229928,134408,124301,79926,338565,39184,9531,129081,54901,109833,70889,65017,56893,23314,29068,31985,50751,55748,43211,89068,43730,239099,44509,80346,85674,36985,91014,68148,54273,39601,84655,92480,66882,110395,64067
2015,10,0,0,284723,222723,137976,421754,161196,131059,328141,130660,153357,115513,226110,153026,161137,381993,654988,322787,177230,162278,420019,139792,185166,63851,99230,112850,62644,154206,127327,73991,132947,230338,96977,71419,194407,160275,289937,198721,138498,299440,201153,233990,305506,163634,153141,200992,740271,227325,224799,268238,165031,142743,118139,20784,16565,80502,244315,142920,134462,86768,349649,40664,10869,135419,59617,119241,74879,69316,60696,25616,32902,38306,56263,58820,49600,99317,47289,263944,48972,89895,93078,40009,105105,74376,60086,43805,92297,101505,72499,121403,68885
2015,11,0,0,271542,213144,132687,404702,154472,125359,307811,127224,146205,110477,218759,145241,154614,368316,630332,300195,167017,157336,406069,135644,173018,64912,93267,109573,60335,149793,121741,71847,128447,226871,83096,68030,183690,157319,294376,192237,131455,289806,194064,222392,283002,157707,144896,186831,721951,221739,218509,261422,159484,139819,114231,18159,15630,76635,234198,136943,127964,84482,354947,37224,9544,128290,55648,112532,74004,66809,57311,24667,30515,32287,54301,55611,45675,94506,40164,231122,46443,86603,86871,38515,94429,71336,58206,39695,88021,77714,69670,113239,63069
2015,12,0,0,276808,223188,136793,428711,159313,131618,323068,134752,155270,118070,216538,141716,153023,403122,724387,311287,172817,156467,421798,137797,178718,62255,92587,113873,64230,158353,126874,70849,138556,198551,86970,70201,190105,142628,250899,203632,134245,291674,204233,230459,305784,164301,147278,188605,795563,231421,226606,274514,159386,141970,107557,18154,14469,80345,237923,137622,132816,80302,288451,38223,10269,138746,58370,118730,70217,67871,60317,25359,32285,34335,57869,58321,47659,98544,42046,250803,47807,88946,88218,40653,102791,79242,62267,40942,97100,85507,72002,122024,64961
2016,01,0,0,255390,205837,127054,397093,139612,121792,302908,132239,144420,108129,188113,128892,134413,400352,681647,299024,159507,137689,399967,119137,158833,56397,82869,103025,53759,146130,113025,60316,126099,150522,78271,63683,175088,108907,187457,184064,118764,257090,181211,211343,268175,145531,133311,168868,750164,205361,198965,249355,150260,124904,81293,17127,11207,72905,217595,127146,119849,66052,203016,37494,9115,129476,53612,111010,58316,62804,55325,24057,29802,32116,54939,55577,45788,90854,39517,241011,43879,72687,77526,36362,98468,74243,57009,36366,88380,70798,66544,115383,61366
2016,02,0,0,244906,194704,118493,381201,131886,114130,297551,119709,135884,101517,178523,116896,124434,381243,687957,281447,156977,128361,397470,114432,151688,53842,77698,95985,48522,141770,109830,57616,117524,149150,71253,58714,165384,100361,173189,171913,111515,240426,164014,196792,251222,133826,123838,152825,733130,190992,184326,225270,141088,116302,77761,15863,9691,65894,204705,118728,112755,61773,197876,34610,8603,125705,51127,105367,57668,60571,53803,21386,27720,29741,52218,53847,42386,84134,37785,219100,41566,67639,71899,35523,89191,70338,53106,34535,84521,69038,62671,110443,57405
2016,03,0,0,282916,221445,138417,427461,168321,133630,328218,136105,155406,122982,244410,158362,159444,391380,653331,301923,174093,169061,395169,142796,183306,65741,90376,109677,63355,153589,129286,80581,136409,239988,94531,71250,197620,170862,316180,197254,138042,296943,195708,239233,304735,160250,157236,189361,762053,234196,234793,274309,174146,147610,124584,20644,44770,82375,248099,147765,135765,92795,400797,41767,11116,139173,61779,123907,91084,72230,63762,25357,32793,34956,58028,62425,51927,105872,46342,255625,50522,103955,97851,42055,102158,83768,62992,40452,97326,82387,75616,123299,67344
2016,04,0,0,279457,211905,132924,406310,161530,126218,325050,130327,150574,121052,226062,151311,150703,374563,610196,308362,170099,161078,405175,135369,179939,64891,92301,109085,61396,148384,124670,78619,129479,218467,96004,68491,190446,156629,284927,192409,133618,293818,192463,230433,348621,158571,152185,183423,717457,231601,226217,267222,165285,142712,117725,20785,77370,79445,237712,138837,132187,89053,358456,41295,11546,137544,61485,122243,84637,68668,63432,25492,33130,34601,59243,61390,51764,102532,48187,255745,51145,101259,95175,41104,103731,81444,64188,41982,96986,99410,72747,122127,68499
2016,05,0,0,293582,222311,138879,429564,164447,130435,335760,142380,154418,123921,234253,155746,154323,401659,697788,317473,171343,167397,427081,140027,185201,66504,95422,112327,62782,161111,126693,84025,134263,237725,96273,70626,198512,163783,295835,198908,142307,303513,194987,239235,320325,159087,155647,188753,797194,236164,228249,268863,167967,148500,121885,22407,96291,81806,246668,144429,136637,94178,401594,42829,11862,148093,64493,127974,86701,71806,65970,26262,34010,35364,63055,63179,52920,110683,52789,283664,53697,106690,96868,42756,109511,83300,64331,45235,100523,98668,76009,128314,70547
2016,06,0,0,271759,210161,131274,397132,156672,124310,305556,133802,144196,119085,219772,146971,145701,364405,614203,283019,165736,151918,381996,131338,169579,60730,88308,105730,60199,148434,121567,76760,129691,197094,90851,68291,186355,141160,249738,187414,129924,282427,184694,224226,284425,148028,145807,201633,689007,223484,214935,254239,161163,136449,109414,21135,80941,75641,229226,131610,129599,83939,294951,43239,11899,140702,62028,124593,75289,69347,64338,25271,33652,34746,58565,60969,51680,106230,46645,358817,52805,103086,94325,42233,104603,81928,62969,41347,98450,86463,74861,126226,69818
2016,07,0,0,269379,212313,127480,395673,149402,122620,303819,136415,140060,114673,188866,134885,137466,396559,686021,281878,163611,143836,388948,122036,161497,58290,83030,102625,58807,152651,115389,71141,129532,161156,92296,65963,186513,113106,190919,182922,121722,270512,172657,217682,293132,139741,136610,168115,736963,212579,199846,241779,154703,127056,91387,18520,38889,71708,218142,125291,123445,72274,215747,42896,10128,141056,57526,119803,64109,66131,61328,23607,31890,33371,57223,60470,50125,100159,44693,289749,49245,90028,86461,40438,103849,77452,58671,40387,94926,80098,71770,125811,69243
2016,08,0,0,261413,212136,123739,385102,142222,118707,302149,133062,135455,108778,184804,131526,132586,391701,691061,281432,159454,139864,381752,120266,158362,56019,82423,100325,56377,154609,116515,67266,125570,159547,98451,62767,183919,109038,178056,175623,115008,261552,165442,210451,275971,134168,131568,154398,711359,204316,191724,232630,148023,123821,91801,17860,54104,69734,212458,119967,120294,70830,212106,42535,9929,139287,55819,116361,64852,63405,58677,22860,30515,32700,54858,58959,48176,92665,41990,274384,46607,82840,84362,37505,102462,74375,55774,39460,92845,83037,69559,126350,69630
2016,09,73801,73553,210385,201431,125836,386480,148182,117115,304335,122050,134775,110167,195459,136103,136033,352985,611177,287839,166142,147054,373484,123422,155315,57493,83229,100372,56258,142414,115886,73490,121603,202081,86437,62659,180820,143321,255458,171234,118034,264732,168257,209709,258976,136066,133638,163513,688347,205316,197267,231570,150093,127500,105217,17566,47973,68731,218489,124178,118759,82590,320905,38267,9758,131431,56304,113564,76082,65491,59634,23445,31663,32507,55155,59879,46861,96363,44471,250724,47274,92825,87578,38793,97761,73895,56300,38245,90289,85751,69497,116756,63595
2016,10,96363,101238,209318,216451,138807,417731,160676,128348,333765,138636,145011,120225,214596,148210,150642,384073,649090,297294,169595,160271,415418,133679,177742,67860,94541,111466,63477,154322,125899,84727,132602,222498,94964,67242,199879,150674,267323,188064,129399,292610,193773,224154,283379,153515,145201,179691,721739,223460,208233,253178,159056,137293,116398,20070,31096,74439,231818,133733,130886,90521,334841,42240,10828,140370,60420,124250,81186,70669,63913,26170,35712,40168,60645,62097,51898,105167,50104,271234,52641,103385,95857,42940,106605,81325,63595,44236,96974,85007,75877,125847,67132
2016,11,94885,99131,212300,215010,138041,416184,160734,129343,325371,139361,145120,119352,215525,145870,151299,385435,636125,292854,169194,162388,415751,135547,175870,65670,88651,108988,64336,150920,126989,83346,132523,228028,86395,67698,197669,157328,281908,187807,128579,291972,192658,226410,291467,152769,145391,182488,742436,226651,214712,259135,159031,139153,116450,19455,15300,75030,233749,134603,128818,90067,353893,40013,10546,138466,59718,121932,82703,71060,62124,26524,34560,36434,59190,61248,50404,108344,46558,259000,53206,102614,95265,41909,101215,82999,62619,42063,97085,79964,75822,123486,65809
2016,12,97968,104270,209674,224630,142741,436270,164284,132637,333004,147755,152210,122659,205827,142229,151594,433602,742000,315621,171698,162941,685694,136387,179050,67685,93250,111974,67905,164866,129605,83436,140877,204255,87825,68729,201738,142374,253986,197136,130152,288024,202542,226653,301314,156060,145821,171220,792544,231129,214501,266762,155630,137598,107456,18738,37613,75699,236598,134504,131745,83651,296869,38830,10745,145352,59974,124486,75635,70804,62925,27154,35291,36612,60612,61335,51882,106829,45906,225069,52463,99655,91284,42366,104805,84355,65848,41854,101409,83978,75525,128338,66140
2017,01,93015,96587,191778,205664,130015,402245,140331,118518,309300,139186,139826,110753,179636,117554,128094,414414,702868,300218,162812,138457,665718,115296,156751,58398,78446,101820,54916,148957,114411,69335,125897,154909,75737,59596,179443,101821,177716,174294,113556,247949,168445,202331,255587,135243,125787,149102,733721,199141,179540,230071,137869,115352,80573,15641,10439,66437,205277,116090,118258,66237,198865,34268,8637,131492,53126,113473,54319,63065,56049,24510,31637,32718,55627,60156,47078,95471,40443,206587,44887,76483,73957,37312,97924,74255,57083,35062,90842,69310,66462,118348,61075
2017,02,96577,91558,185189,197453,127091,390941,135702,118111,297356,133466,137313,108224,176707,117624,125803,406980,686054,276506,144982,136359,583799,114609,155776,59516,78511,96771,53859,139261,113478,67440,122040,155774,79784,59634,180166,102984,180530,169347,111364,245175,166622,196913,259893,135719,124903,144377,728652,202620,179881,227466,139547,115617,84349,17284,10885,66236,204100,113931,115023,64806,199442,35404,8760,128144,52571,110854,56474,62303,54555,23066,31255,32532,52973,55922,46136,93832,42243,198339,45839,76205,75019,38533,91554,73513,56197,35359,88242,70653,66605,113183,60440
2017,03,116399,107952,209152,220457,143642,431364,165939,133606,330911,146353,157910,128057,233672,150327,153488,409753,661537,302338,172532,167406,563962,136192,180933,67877,91768,109157,63621,153923,131481,85180,135663,235619,98390,68983,208857,164285,304463,192556,133766,289876,189112,233729,293406,153312,151479,184484,759294,234607,215720,258408,164728,140235,123761,20606,30470,76818,239024,139325,133761,91391,384647,42564,10747,145264,63355,128105,87893,73322,64631,26102,37080,36792,58542,65369,53983,109021,50504,259408,56196,110087,97767,42087,104242,85992,64962,42702,102420,84586,77327,130389,69836
2017,04,116733,105243,202379,211421,137095,403684,158416,125582,326091,145350,153314,123832,218541,140519,148843,386733,610500,299412,168021,159114,559544,129641,178849,73397,92218,107334,60568,146183,124619,80132,129106,215261,96827,66805,201075,151917,280195,185327,130269,289384,185913,225330,341545,152710,144967,178240,706690,228976,207250,250589,155194,133713,117622,20746,52969,75944,228963,130525,128277,87068,348153,41631,10869,137350,61739,122151,81400,70365,61922,25060,36883,36257,57290,63239,54299,105879,51662,255769,55759,106248,94513,41556,105204,83223,64999,42620,99960,97869,75342,126237,66669
2017,05,121997,110656,212847,221116,142633,430962,162891,129108,337324,148146,154738,125244,220219,144655,150523,418025,711170,308053,170455,162304,588574,132738,177586,70577,94958,108837,61457,155735,128439,83940,135585,227350,95324,68900,206354,153844,280052,191180,135304,289360,184092,232277,317804,152202,145369,182925,791408,228424,208639,248866,157055,136067,117328,21299,56058,77325,238137,134593,133693,90958,369441,42261,11375,148512,64609,128362,84084,73064,66409,26071,37178,36891,59857,65106,54537,111414,53465,278044,57550,107588,94650,42473,104890,83890,63609,44850,102771,90278,77805,132195,69242
