년,월,설화명곡,화원,대곡,진천,월배,상인,월촌,송현,서부정류장,대명,안지랑,현충로,영대병원,교대,명덕1,반월당1,중앙로,대구역,칠성시장,신천,동대구역,동구청,아양교,동촌,해안,방촌,용계,율하,신기,반야월,각산,안심,문양,다사,대실,강창,계명대,성서산업단지,이곡,용산,죽전,감삼,두류,내당,반고개,청라언덕2,반월당2,경대병원,대구은행,범어,수성구청,만촌,담티,연호,대공원,고산,신매,사월,정평,임당,영남대,칠곡경대병원,학정,팔거,동천,칠곡운암,구암,태전,매천,매천시장,팔달,공단,만평,팔달시장,원대,북구청,달성공원,서문시장,청라언덕3,남산,명덕3,건들바위,대봉교,수성시장,수성구민운동장,어린이세상,황금,수성못,지산,범물,용지
2017,06,116304,104792,197832,209760,135737,398646,156362,123396,311174,146446,144882,121222,203029,136588,141750,380838,613351,279739,164206,150909,519401,128726,168062,66407,87692,103838,59530,143500,124727,77714,129074,197110,94280,66151,193920,138890,239203,180450,124712,273792,176049,224295,278430,144521,140156,168159,682129,218825,202048,242252,152038,126362,107499,20577,57142,72918,226127,124558,126299,82249,289505,40995,10961,137935,59716,121755,71609,67859,62812,25192,34922,35949,55225,63428,53610,107483,46899,260623,55557,101675,92096,41079,100716,83451,62678,41046,97900,79765,75970,125848,67045
2017,07,116284,103779,193417,206746,130457,392542,148662,119581,304089,149272,139254,114519,179333,125017,133248,406431,679450,276712,162690,138370,541402,118121,158125,59361,82155,99285,57047,146861,118203,71491,131351,161386,97114,63359,187946,112009,184320,171507,116473,262968,162772,213592,284903,136637,130147,152987,719785,206706,183878,231561,145816,117505,90622,18513,45783,66850,214200,117006,120577,71396,203701,41342,9610,138525,56560,118177,62924,65407,60202,23430,33337,35095,53748,62852,52467,100321,43682,252202,52511,89834,84378,39901,98684,78530,60429,38886,94549,73175,70507,125907,67290
2017,08,117004,103408,194425,206038,129130,391768,146988,120752,306558,144574,141537,114127,185594,125985,131515,401338,683440,279407,162017,138664,556860,118029,157265,60081,82821,98787,55936,147792,121058,71347,127815,161925,98681,62698,188193,108665,176893,170837,114250,257461,162593,213261,259893,135097,126282,153870,698822,204451,184096,229056,143952,117280,93702,18329,61380,66088,212557,116703,119815,72155,221674,41178,9511,140996,56341,117068,67226,66392,60339,23458,33318,34882,53069,62580,51520,98253,45281,248582,51018,85921,84989,39084,98864,77571,59431,39390,94349,75508,70568,125119,65813
2017,09,119755,109069,204853,213190,136783,403812,160288,124718,316431,136366,145244,120739,205668,139405,144361,392990,612026,296006,175855,155029,522342,128102,167301,68128,89858,103448,60234,143980,126824,79987,130816,213642,95175,67666,197813,151587,265154,179982,124844,279833,177530,226631,272564,145341,137790,179154,718923,219322,205667,245799,155301,130362,112520,21070,40948,71690,231268,131959,127529,86893,339611,40377,10025,143276,60632,123907,83078,71116,65135,26506,36599,37623,55470,69049,54789,109531,49815,263737,57234,104288,96007,42582,103841,84161,64223,41476,97120,94816,76130,127042,67344
2017,10,118630,104678,196392,201250,126578,387394,145589,117806,307843,131460,137640,112685,186804,125587,131202,374859,634877,279857,157490,139547,553535,116932,158818,63890,85225,99574,55572,139825,117898,73168,122958,197367,89348,62259,184900,129846,228438,170756,115098,266002,162213,207273,257965,132633,124563,159876,687564,198463,180720,217299,138022,119393,100344,18731,27489,67007,207508,120131,115892,79808,282314,37274,9542,136272,56174,115321,75209,67516,61275,24201,34541,35344,54268,67696,48641,99066,49025,248470,51895,91311,85128,37956,98282,75970,58666,40082,90440,83677,69358,118964,64391
2017,11,123825,111836,211141,216566,136156,405586,157659,127181,310480,144084,144832,122008,207249,138158,142803,384921,602999,288367,165926,154101,538021,125361,167716,69104,92376,106683,60639,146041,128153,81562,131369,221712,83045,67823,198192,149425,268754,183608,123210,281463,178274,223654,268518,147780,138691,173653,705270,220019,202440,250051,150300,128851,109918,20407,23252,73611,220907,130490,125670,86940,333909,40366,10081,138337,58597,122033,82366,72702,63799,26985,36204,36789,55934,72866,51834,109582,47916,246606,54766,104433,91807,39668,97032,82217,64271,39569,95498,76039,72463,123396,68058
2017,12,121992,112642,202068,216684,132027,410637,155161,131551,310128,143731,144046,121952,193736,132697,136942,418935,700522,290816,159568,147082,585667,122271,161992,65650,89220,104414,61681,150186,123434,77885,130800,196886,82451,65120,195515,130568,239628,184475,119536,268230,176795,219256,271080,147408,134227,162465,767399,215916,194683,244629,141905,123813,101155,18740,16389,71242,216262,127486,123169,81136,259718,37443,9830,142224,57291,120026,73904,69269,61426,26042,35310,35490,55894,71186,51511,105774,47594,239199,51578,96989,84979,40052,98833,82585,63422,41173,96324,77642,69780,121696,64826
2018,01,111231,110187,195106,206773,127299,389271,141400,121313,288441,148884,136973,115081,180128,117195,125569,413470,658098,271684,154052,133725,539806,112608,150328,61673,79171,98084,55795,139691,112558,69872,124514,158931,77148,61168,186209,101884,180931,174149,109752,240173,162730,205730,246719,136839,123251,148524,730049,206146,177876,239904,141255,114874,82100,16925,10490,67646,202167,119656,116387,69185,192338,36676,8616,132594,53159,114195,62618,66352,57151,25041,32869,34655,53830,68950,49573,101827,45822,221279,47969,79017,77847,36664,92129,77786,57779,34583,92286,65124,64284,116797,62265
2018,02,104989,99479,178316,188125,116528,356590,128572,111975,275215,132171,123810,101614,159852,106411,111183,381488,639177,263003,144811,120477,532145,102676,137569,57034,70622,88969,49354,126738,106547,62933,111761,148693,70395,56534,169515,92742,166964,154413,100680,219169,145063,183698,227112,122875,109034,137761,690971,186374,159608,202475,125160,101363,75974,14907,10168,59988,181871,108436,104721,62136,175365,32541,7552,122974,49174,104177,54959,60076,52637,22289,29795,30226,49748,64549,43643,92225,43807,202687,44279,71990,69290,33589,81551,70232,51128,31229,83169,61188,58371,105835,56379
2018,03,133050,127389,216786,227353,145547,430194,169329,136454,323750,154695,154423,128643,229916,144225,149018,431300,669712,302179,167922,162998,567096,130917,179789,77556,89042,109741,64633,149171,130136,85113,135391,240298,97263,70835,211113,159673,296006,191858,132890,285125,185795,235107,298405,158568,143871,184492,793324,241060,207512,257892,161638,137017,120752,21073,34215,77647,231464,142543,132303,92050,368601,41201,10281,146110,63531,127377,89077,74755,66662,27050,37645,38103,59583,77251,55497,117837,60399,253497,58680,107755,95971,42916,101006,86325,64118,42207,101863,86554,73135,127925,71743
2018,04,126650,121773,206366,211608,138519,401234,161695,129575,314029,148572,150184,123461,217020,140540,139786,394135,597939,291003,161731,156439,540613,127359,171775,76328,86539,104329,62530,142917,124863,82396,127957,228861,91771,67776,199297,150376,272367,182358,126145,270695,176423,222921,285049,149861,138504,174240,701721,238446,200903,243234,153259,129255,113255,20085,43461,75001,220786,134943,124769,88509,342157,40379,10335,138558,61440,121779,83113,71814,63761,25682,36756,36750,57810,75394,53640,114461,58149,245669,56567,104725,91894,41520,97975,85519,61553,42047,97667,87410,72812,125276,69805
2018,05,132681,127783,217726,226336,147016,427532,164994,135330,328821,158808,154597,127187,224786,144766,147841,431421,689747,302033,166816,162290,589609,130078,172247,74681,90495,109958,63506,152139,129557,86566,134421,241271,91921,70321,209679,156691,289673,189455,135943,286334,182861,236234,304438,153901,141579,186676,803527,240535,205690,248454,158716,135975,116134,21524,69819,79466,233012,142346,130352,94470,371019,41973,10704,150400,65292,129036,85191,76611,67967,26729,38479,38181,60729,77387,54657,121614,60716,270034,59517,109487,94461,42684,103115,89942,63814,43722,102505,87705,75215,132926,72810
2018,06,122335,118862,199384,211595,135451,386868,153461,124093,301475,146900,144479,118350,199601,131029,134965,392562,603835,273930,157951,148659,530849,120708,159292,68849,83750,103933,58886,141232,121979,78091,124135,201827,93413,66391,196689,132501,230813,174524,120386,268139,166512,214671,258276,142628,130971,168261,690274,223006,187880,227018,148640,121828,101926,18882,59805,71893,208450,127316,119779,83164,276422,38424,10392,137118,59711,118937,71922,70145,63476,25445,35289,36395,56717,74267,52110,110298,55371,251875,55070,100968,88574,39130,96188,85625,59874,39116,96719,79919,70442,124611,69037
2018,07,126201,119018,197000,212198,134752,384851,151271,124162,294451,156228,139980,114268,181373,126189,132717,435480,660625,271964,153745,142844,549036,117072,154874,65545,80579,101768,59213,146192,120965,74569,127334,170842,99049,65691,194026,111587,183267,168654,116754,263903,160393,211173,276037,138545,125265,151516,742437,217831,182086,228149,144565,115524,88942,17833,39844,71082,203777,123438,119155,75353,202369,40426,9430,137105,56673,118516,63134,66774,62135,23482,34576,36488,54994,72908,51634,108037,52135,244842,52505,93293,84964,39737,95845,83463,57330,35530,96699,73970,67706,125558,71017
2018,08,123237,115630,192016,203701,130509,378623,146116,120765,291004,152176,135251,110264,181978,123347,129150,423882,658712,271480,150603,138826,564046,114185,149769,64499,77667,98530,55635,144073,118812,72561,124207,166631,100933,62615,187822,105326,172567,165341,109355,251916,156443,205825,249608,132150,120914,142852,710143,209994,173451,216610,139048,113079,88431,17155,38744,67248,195806,117649,116781,72557,190436,39579,9234,135657,54733,114575,63512,65400,60616,22788,33487,35127,52864,72285,49182,101155,51818,235288,50042,88137,84111,36992,91843,79769,55296,34695,93559,71183,65590,123317,69432
2018,09,119059,116372,191707,204219,130620,374837,146123,116617,298753,140360,135208,110947,187915,123961,129608,392036,609277,284172,163117,144751,551570,113659,151556,65977,80631,98608,56035,136248,117371,76960,119527,207624,90838,62455,187743,132423,236990,163853,113995,254859,159205,205577,249415,132194,123771,158559,705884,210384,178590,210223,140826,117694,98844,17274,56821,67950,200390,122678,116554,82497,294591,36671,8990,133781,56643,115868,71315,68079,61405,24465,36252,34053,54526,75671,49119,104221,56636,241340,51676,95645,85409,37838,91762,80180,57164,34879,93067,92930,66561,120177,68716
2018,10,128381,125492,211704,224333,145174,405502,163025,127445,315459,159672,149719,122030,212090,137191,146781,413826,616981,289859,164705,161395,563050,127942,171930,75132,89280,109672,63878,147430,130896,85456,134222,231134,95505,69710,209322,144454,260507,183482,128870,290288,178861,224867,276131,148539,137906,180290,726758,234203,198611,238769,154437,130856,109737,20361,27902,76452,219356,135334,127096,90953,322088,39897,11048,138461,60625,123612,78418,73525,65308,26722,40145,40441,56861,77846,52692,114989,59878,259440,57423,108650,95294,40618,98727,87620,62775,41122,99635,84654,74504,127914,70943
2018,11,129025,125362,215955,226058,144560,407562,161253,129027,313125,154014,151330,125580,212093,136336,144226,413187,623785,292617,166154,161778,580744,127288,170246,75772,89172,109998,63634,149464,131186,86582,135602,237348,86486,69535,205981,148806,275228,184237,130341,281942,181516,224923,271266,150184,139210,175446,747603,237732,202250,240534,152105,129645,107839,19530,16787,76131,218230,134119,127418,90001,324491,41352,11086,143564,62002,125699,79463,75099,66207,28503,40245,38313,58225,78921,52887,116646,57035,249543,58401,111905,94487,41187,95710,89785,63967,40432,102317,82402,73386,128689,70601
2018,12,128169,124082,204206,225692,140192,411372,156426,128382,308692,161796,149930,120486,197858,127825,136905,444854,697989,292333,158552,157290,607499,124323,163612,73465,85699,107835,62993,149891,124152,84499,132890,209537,82524,67543,202983,130931,238983,182952,123464,267254,182775,219512,271208,149731,133321,162867,786671,234473,196502,242215,146751,123088,97540,18419,14997,73139,214287,131163,127291,86067,269600,38031,10798,145370,59925,121944,71633,70681,64558,28193,39590,36561,58394,77229,51844,113510,54680,244411,54239,104980,88588,39974,95997,87900,63914,38710,102645,82224,72818,125590,68139
2019,01,122682,123259,200252,220719,140633,397603,149144,127425,301315,170355,146650,117746,189118,117032,130747,446437,664881,292213,162825,151347,563154,116805,158564,69746,85369,106618,59727,143306,122809,79447,130950,172360,82516,67792,200184,106601,184962,179804,117763,251202,173844,215759,253017,143090,130665,166024,770745,229447,184958,242489,149043,118419,82950,18406,12662,70819,208872,127274,126556,77171,191638,39480,10565,138520,58542,122031,63177,69240,61950,28897,39268,36489,56730,78890,51260,114193,54177,250960,52800,91725,83088,39806,95660,87037,61510,37210,100477,73652,71131,123259,69857
2019,02,111679,105919,177244,193828,122848,358219,128536,110523,277745,141220,129774,104653,164740,100284,112355,405572,636151,255795,137598,132210,560149,102073,140974,63493,74683,93578,49444,128946,109430,69612,114394,154006,75693,59738,175444,94518,164555,154995,104716,218065,150506,184758,228944,123309,111688,138931,714696,196538,160152,201636,129560,104147,74442,15905,11370,63285,183875,111416,111291,68531,174356,34661,9018,126791,51598,106398,55627,60795,54671,23751,34117,30788,50697,69993,43858,96219,49544,206913,45591,76595,70787,35020,81142,75945,52248,32036,87739,67202,61953,110248,62717
2019,03,133516,128498,209833,229126,146778,413480,162243,130390,314770,160234,156767,129687,225899,135138,143098,443065,643213,300248,163384,169374,580545,130596,181377,83219,91412,110492,61943,150095,130801,89274,135273,234199,99972,75415,210904,157159,281149,183160,132699,271992,180854,227032,295914,152788,142994,179242,786264,240687,201424,244132,161354,133548,113830,21342,38570,82191,226722,140949,136480,101033,354762,43215,11731,145363,64849,129782,87218,73882,66475,29494,39895,37218,60557,83323,53574,122687,61955,254243,57176,112943,94545,42062,98108,90866,62393,39152,104496,89637,75812,130553,74973
2019,04,129143,125084,206955,221627,145163,402209,163641,128418,309870,159974,156944,128281,226509,137928,144566,416296,581969,295037,162131,168724,550981,128459,174760,79701,91577,110628,61627,146787,130854,87393,134940,232014,95497,76011,207053,200402,270490,183166,132635,275739,179088,230804,296508,153451,143507,168061,714146,246167,206528,249299,161821,132399,114491,22098,44412,83545,225596,137487,135089,103865,344718,43843,11333,139901,64303,126953,83311,72270,65048,27808,39617,37110,58654,82564,53495,123529,61541,222620,57304,115923,94555,42692,95887,91415,63054,40233,103998,89314,78161,131737,76127
2019,05,134795,132984,218195,234550,152946,432828,168850,133972,329516,171055,159987,134543,233258,142933,151551,458214,675294,310734,168701,176868,611528,132681,178794,79771,96726,114855,63443,161298,137283,92508,144109,248165,97091,81182,225233,237100,283536,191555,138994,292285,190010,244673,307281,155005,147325,175702,820262,248252,212362,259475,165887,137641,116963,23178,61801,88077,236868,143486,141870,110276,357774,45134,11920,156043,67327,135354,85327,77389,70534,35041,41224,37786,60888,85210,54352,130442,63281,242449,59833,119604,98779,43260,100330,95757,65517,40883,109035,88659,80099,138964,78703
2019,06,125478,120647,199484,214667,139020,386377,154681,122779,296457,154177,146807,122887,202605,125766,134679,415046,604802,282005,156648,157262,556312,120723,162057,73480,87452,108006,58375,146891,125014,81416,131590,207008,96393,75173,203497,207508,230815,175753,120865,265646,174029,218959,261485,142332,134554,154018,706821,222101,188645,232982,151665,122353,100697,20158,46463,79371,210043,126964,129071,95289,263099,40960,10899,142348,60390,122705,71163,71398,63360,37766,38232,35020,56245,79126,48806,117841,57598,224700,53873,105529,87439,39589,93698,88410,60732,36891,99696,82706,72996,125053,72877
2019,07,129915,125483,205110,224318,144274,402760,157723,129135,305588,166501,149705,126929,198388,126939,138984,452302,658344,281062,160587,157421,575517,119129,162389,72762,86367,109567,61651,152115,130879,80184,137098,180735,94507,77034,212790,197908,189412,179830,123975,272294,177560,225616,287367,142825,133314,155062,768949,232629,190596,244344,158459,123469,91606,19811,36792,81365,213757,130541,131668,90712,199114,43955,10742,149908,63393,128114,66119,72008,65171,41287,39744,37768,57597,82573,51311,119518,58473,236341,55231,102326,89610,40342,99081,92113,61731,35400,105215,82402,74890,134312,75661
2019,08,128325,120925,193498,210718,137556,385318,146206,122243,295458,161306,140197,120660,191697,120048,131419,446344,652467,285078,157321,146788,595599,113646,153551,69351,82836,102408,58046,145804,122488,74667,128711,173553,97846,71672,197945,182353,172571,164998,114244,255170,166403,210640,254433,134893,121573,140972,738901,214633,176879,223971,150494,114780,86129,17980,47527,75521,199340,121885,124954,86685,187847,40469,9609,141817,59148,119697,61171,66269,61323,39224,36007,33925,53847,78382,46967,110459,54753,219493,50112,93350,84701,37501,91893,85212,57153,33901,97892,75994,70421,125370,73678
2019,09,122030,121167,191044,206867,135569,374848,148782,118466,288413,148814,138159,117830,200605,124709,129599,393496,568915,276262,157624,153547,555290,114374,151419,70477,83426,101507,57579,139040,122802,78218,123969,215212,89032,71954,196179,211256,239087,162314,116688,255408,164327,210483,238905,133787,126025,144353,688093,214838,184396,221640,148630,120230,98020,19540,34459,77146,206160,125016,124564,96665,300382,37914,9636,137090,59038,117128,73573,67714,61427,40496,36070,33858,53765,79551,45635,113327,55157,202475,52141,102837,84876,38194,86710,84024,57849,33865,95482,85908,68926,123111,70973
2019,10,133606,130011,212419,225137,151069,410428,160573,129856,314247,167412,152882,130511,221079,135647,144544,429522,610981,287470,169041,169241,585049,125962,172342,81979,95202,111829,64382,153051,135205,86866,139433,238911,97497,79816,219740,227503,249568,183906,128625,286181,183832,229835,274529,151924,140824,164741,735389,235213,203060,250264,162814,129765,108901,21416,17895,85171,223905,135063,138808,106776,310520,42866,10755,149244,66724,131270,80445,75805,68412,47193,40909,40096,58037,84977,50480,124162,61720,238509,58552,113274,95276,43282,96213,94237,64899,40354,105347,89853,76134,134321,76843
2019,11,132034,128469,217575,224471,149329,407089,158180,129558,307698,162077,152777,129312,217153,134858,140940,428626,608788,287665,183562,168736,602612,124101,170750,79899,93277,111292,62739,153650,132915,86698,137710,236551,90882,78829,215481,225908,254259,181399,126536,277457,182691,223397,262355,149425,138056,159764,746030,236018,201679,250753,159616,127720,106951,21326,18274,85426,221366,135229,138127,105215,314844,41801,10607,148450,65998,127170,79959,74929,67619,48538,40416,37585,58172,82334,49050,123564,58533,223832,57642,111945,93103,42280,94087,93911,64331,40211,104620,87075,73193,131633,76429
2019,12,131250,128835,211675,226064,151741,419010,162333,133884,304823,173314,157470,128251,208659,133101,138247,459819,684829,291807,166599,170130,627837,122801,167246,77715,93077,113959,65598,157799,130239,85526,141252,213967,89105,80447,216996,212559,232256,186330,128609,272267,191841,227337,265424,152761,136639,155527,798683,238877,204533,260304,159193,128975,101864,20312,16814,85220,224061,134956,140353,102480,265233,40984,10745,155301,65629,129348,74000,74082,67596,50737,41146,36517,57815,81628,48561,124505,56073,223219,55005,109228,90884,42690,94155,94728,66424,37642,108499,90437,73487,133248,76299
2020,01,119389,120898,193324,209609,139227,385826,141510,124273,286301,164245,141687,116952,187005,110535,122445,432694,626224,278973,161113,151851,581411,107285,149039,68991,81958,104173,55679,141971,119484,74230,128261,167013,79462,71291,195224,175043,171549,164748,114973,236988,167992,209136,233962,133726,121433,140132,740376,214788,176916,232654,149254,112738,82380,17605,13960,76878,200797,120993,126310,86393,181658,36102,9089,141264,58579,116360,61110,67112,60366,45826,37249,34501,53557,78766,43635,110601,49223,197888,48671,88309,76840,38148,85560,84514,58339,35018,95415,73379,66766,120632,69568
2020,02,81946,80926,130928,141104,94832,251010,96474,87438,184438,104300,94099,80390,125749,76741,82846,269788,379981,167842,101018,103786,337050,76888,101410,48676,56905,71413,38533,98202,84996,53134,87479,112638,57136,50676,136279,123065,119636,119557,80394,158325,117025,142401,159509,96977,87784,90301,456809,150115,123330,160606,99649,75322,56404,12747,10437,52163,132907,81753,85725,57855,120921,25318,5984,95652,40463,80428,42254,46753,41502,31478,27061,27405,36499,54304,31998,78870,34393,112483,35165,61755,52798,26524,58396,59123,40122,23545,66812,48818,46401,83839,48537
2020,03,44688,41134,66332,74582,47668,121209,51409,49220,91716,31132,51801,42424,64117,41214,38806,112605,137968,86297,60824,53790,129142,43440,57106,29814,29667,40196,20904,55304,47421,29712,43776,57586,37401,29446,72116,80018,71594,72855,47898,81625,66212,84082,90400,59043,52994,50909,188206,81523,65442,83236,47286,35296,25258,6900,6424,26565,64380,38361,44143,29207,62886,15564,3525,48017,22338,47292,24216,26983,24920,18592,16848,17976,20945,34432,19799,46392,21251,57237,20792,34958,29859,14113,32821,31832,21075,14059,35517,35718,23588,47728,28697
2020,04,63528,62618,98571,106246,69767,183223,73692,67934,136765,46056,74472,58817,88080,55254,60277,183484,229212,135395,88494,76699,213969,58665,78113,39808,41678,54704,30194,74601,65558,40784,63062,84040,51957,39709,99239,100412,93790,93183,64719,116393,90118,114560,125946,77562,69492,80080,320266,115055,92401,119278,72449,52997,38424,10032,8813,38046,97352,56967,64525,43885,93100,21556,5335,70985,31623,66836,34060,37473,34744,27173,22068,21108,27607,47653,26137,63065,28357,109689,28951,48946,41491,20158,45970,44883,29984,19393,49919,48677,34336,67273,38627
2020,05,84823,83373,131533,141654,92254,251337,100777,87292,192862,63612,100021,78812,122945,76306,84647,262435,329448,184087,115961,102065,323329,76188,105021,50626,55278,71795,41208,97653,85985,53921,86469,114774,69707,51857,134600,123480,125635,114841,85715,155590,117425,149904,162069,98805,88727,113128,447847,149060,120734,154871,100007,75111,56483,13514,11370,51705,131529,76731,87678,59865,127999,26721,7761,98038,42743,87636,45567,49507,46344,35167,28521,24107,35157,60805,32917,83230,36919,184934,36557,68893,56983,29388,63356,60724,41992,25096,66804,60340,48311,90766,49171
2020,06,92581,92858,143283,155612,101610,271877,113863,94063,201461,68415,107658,84710,136183,88869,97873,277860,343463,190468,120209,116786,344218,83983,114890,55206,61840,77040,45476,106250,93721,58164,96815,133573,71646,57058,150606,143621,143677,126288,91716,174868,126600,165903,174400,107346,100157,118014,461218,166093,136997,175963,110410,81518,68797,15582,13043,57588,145745,86417,94651,66624,139220,29126,8552,105972,47177,94480,50631,52221,50757,36869,30285,27304,37006,64421,35456,91677,37414,181116,39928,83630,66682,31363,68632,66179,45508,26760,72111,59329,51880,97974,52316
2020,07,99347,99316,155390,170469,110489,299847,122294,101166,214575,71892,114400,90036,140666,95885,103501,312491,398313,199994,129350,123043,395721,88425,122076,57575,66308,81105,49032,115236,99304,62714,105494,140349,73923,61837,164350,147786,145691,135531,98502,189050,137999,175591,186356,113861,104471,119929,525821,183484,150413,190195,121176,90335,73436,16116,16009,63282,158052,95736,102513,72148,145880,31655,8287,116216,51333,100736,52357,55646,54870,37788,32613,30445,39687,66502,37368,97581,39888,174217,43021,89202,71236,33688,72057,69863,48926,28502,76748,63516,55789,103701,54820
2020,08,93072,91227,142387,154674,101420,275546,109758,94124,200746,65721,103147,80995,123247,85661,92876,298802,392971,190515,117733,109510,383887,79143,111278,51306,60624,74341,44818,108198,90906,57086,95735,125573,73459,54120,148664,132410,128394,120071,86897,171165,123581,156224,166916,102849,91885,103319,491241,158616,133307,167773,110314,82378,63093,13925,15927,55972,141631,86613,93297,66306,137534,28375,8021,107705,44980,92097,47639,51597,49214,34180,28902,27196,36059,62467,33779,86999,36225,152419,37623,77710,61654,29472,65351,63056,42837,26226,69903,56650,50456,95582,53245
2020,09,88117,92786,138603,151390,99908,264173,110031,91585,203747,65373,103436,80909,126386,83115,92125,257999,328365,191884,128749,107027,319004,79062,106571,51216,61138,73095,43391,102367,92408,56878,93006,131035,70205,56182,150099,138079,140099,120972,87750,167068,121829,161431,163887,104209,94178,115005,444684,158525,136858,167845,112006,83661,68435,14329,13225,55966,142598,85789,92485,66906,162623,26206,7484,105322,46113,92093,51177,53245,50713,36950,29144,30003,36612,67258,33874,87526,37947,158941,38856,79330,63864,29237,66949,64555,43134,26398,70110,57861,50172,94289,51381
2020,10,98932,101014,157694,166830,110536,297170,120792,99588,221661,71200,116454,89881,146936,94609,101813,297224,392940,203798,123956,121681,400820,87840,128187,59705,68147,81358,50161,115640,100046,64042,104036,160308,80066,61450,167914,153942,168702,135426,95874,186893,135475,173470,189936,112649,102801,122002,518651,176130,147805,181578,121618,91298,78108,16208,18262,63992,158889,95475,103683,77710,176679,29512,9065,116051,51930,101939,61640,59331,55519,39171,32223,33279,40429,66546,37143,97577,41591,172986,43922,89983,69836,32895,72678,69133,47329,29462,76897,69585,55717,103485,55917
2020,11,101744,102643,161405,171841,114961,304039,124603,101816,225165,72805,120177,93346,157818,99349,106526,306943,395101,208675,130451,129893,409002,90754,131094,60453,69710,83223,50611,117768,105273,66684,108050,165240,73217,63608,169467,155359,173400,137990,100516,192794,139909,178425,185631,115637,104919,124835,531769,184971,153700,193340,127812,95451,81037,16245,16526,66390,162297,99936,104743,79302,180558,29950,8578,114404,52313,103860,64728,61151,56069,40773,32703,31567,41200,68057,37380,100200,42223,170429,46460,93010,70888,34455,73811,72794,48339,30180,78411,65035,56597,103931,57860
2020,12,88518,89490,138486,152055,102664,264846,110031,93786,195345,67091,106671,84295,135282,84069,89289,258387,321472,177911,114180,115908,321524,80565,111985,53180,60849,74965,43692,105477,94718,58274,95272,126630,56200,52670,142067,142169,149080,125125,88021,163361,125815,159761,158751,105815,94328,108249,441095,164065,138393,175869,112040,82187,66889,13680,13258,57937,143098,88540,93601,67803,132311,25848,7526,100919,45843,92596,54137,53317,49888,37017,29942,30597,37653,61877,34554,89563,36937,148965,40235,80316,61630,30651,64667,64805,42390,26234,72162,57462,49241,94237,52448
2021,01,80558,82046,128719,141981,96011,243715,97114,87203,183435,64380,97823,76976,113284,76203,80867,259332,318174,173074,107409,102847,313623,71333,98849,47612,53452,67504,38191,96116,81830,50366,84460,109644,54930,49746,134289,125501,122645,116714,80757,148870,117610,145899,148073,98592,86394,103230,435148,151574,125072,165451,108672,77249,55935,11873,11478,52772,132283,82811,90086,61365,120829,23898,6885,94478,42760,86775,46772,49083,45128,35679,28057,28437,34634,58840,31485,81754,31565,139557,35530,65999,54815,27060,59807,57675,38489,23760,64456,49671,44411,85694,46818
2021,02,83113,82397,130343,142254,94901,251407,96390,85463,189887,63545,97110,77283,111175,75261,78469,272493,350871,172252,107723,101575,351815,69293,101099,49152,52867,68234,38538,95480,82988,50943,83666,110318,58268,50251,136565,122169,121643,115050,81161,148662,116165,144972,150626,96497,83830,99067,464615,150546,124401,160272,106292,76405,57815,12299,11339,54524,132588,81750,89807,61045,121170,24207,6609,91531,41647,83849,43789,47538,44266,33771,26891,26088,34471,58348,30598,80969,34265,129710,35532,64481,52698,27432,59951,57813,38301,23508,64642,55150,45589,85222,47091
2021,03,107163,107076,162851,176400,120127,310592,130589,105797,226769,78081,126151,99110,160895,103745,104881,312108,388259,210623,128604,134803,402839,89900,134851,65810,66631,85010,50799,119559,103531,67530,107645,166052,79766,64849,172275,168544,189739,141805,103960,189713,140917,187277,198842,118738,109913,130776,525519,190858,158653,203085,134089,97880,89317,16654,15385,68805,167668,104610,112490,83299,197307,32325,9867,114702,54674,106001,67730,61988,57155,41790,34269,31925,41290,70862,38622,103387,41243,172259,47021,100104,75554,34416,75995,75442,48625,30183,82001,73487,58575,107877,59326
2021,04,107335,107250,160848,174419,119411,303592,130691,104378,224070,77499,123398,97173,156077,103343,102446,297439,371040,209213,128194,132332,398901,88588,131742,62190,66355,85214,50300,116784,101932,66480,105962,167388,77713,64583,171084,165676,187681,139159,101877,189916,139546,183721,192224,117823,110825,128142,501194,188705,158464,200166,129374,96777,87126,17624,25401,68731,164147,102285,110735,81783,203217,31395,9735,115259,53805,105434,60011,60958,56716,41225,34094,30988,40395,69358,38485,102653,42331,172412,46836,98303,74055,33136,74601,75072,48389,30208,80409,68751,58300,106141,60164
2021,05,106069,103777,160978,173501,117213,301862,125600,103307,223904,79490,121593,96369,151946,98049,102295,306050,405212,207088,126542,128608,428904,86429,129364,61488,66699,84510,48481,118041,101177,67399,105972,163407,75735,62958,170768,154773,166903,135364,101851,188681,136759,179377,190664,115623,105025,123991,522989,183566,153235,191460,125770,94472,82186,16820,36974,66545,161455,100415,113830,81123,202852,31552,9053,118581,53255,104083,61467,60858,56224,40410,33353,30457,39953,68205,37147,100838,43178,171856,45437,92173,71935,33456,74381,72971,46079,29965,78146,69456,56751,105652,59552
2021,06,103509,101079,155934,170925,113980,290021,124782,101057,213628,76515,118156,92814,139631,98167,100029,287269,364199,197501,121127,126489,392739,83718,125416,59021,65248,82434,49628,115379,100514,67132,104455,155180,72975,63948,168131,163284,165678,134010,98579,185511,132892,179413,182781,114649,106434,123676,476960,185281,154135,193097,126816,93097,79526,16986,25946,65808,157537,101239,115642,80510,174517,30736,9822,112999,53817,103937,57803,59364,55251,40390,32890,30891,39087,67382,37049,100402,41324,172003,44897,94508,71555,31865,73772,72540,46424,28554,77230,63272,54923,103360,59617
